phase,category,question,template_id,generated_cypher,answer,if_correct
Phase 2,Intersection & Union Queries,Show reactions with overlapping substrate requirements,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r1:Reaction), (c)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE r1.id < r2.id
RETURN DISTINCT r1, r2, c","[{'r1': {'equation': 'C06000 + C00001 <=> C00010 + C06001', 'link': 'https://rest.kegg.jp/get/R05064', 'name': '(S)-3-hydroxyisobutyryl-CoA hydrolase', 'definition': '(S)-3-Hydroxyisobutyryl-CoA + H2O <=> CoA + (S)-3-Hydroxyisobutyrate', 'id': 'R05064'}, 'r2': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}, 'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'r1': {'equation': 'C00001 + G00093 <=> C00124 + G00092', 'link': 'https://rest.kegg.jp/get/R05961', 'definition': 'H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide', 'id': 'R05961'}, 'r2': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870',",1
Phase 2,Intersection & Union Queries,Get reactions that share input compounds,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r1:Reaction), (c)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE id(r1) < id(r2)
RETURN r1, r2, c","[{'r1': {'equation': 'C00346 + C00001 <=> C00189 + C00009', 'name': 'phosphoethanolamine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06870', 'definition': 'Ethanolamine phosphate + H2O <=> Ethanolamine + Orthophosphate', 'id': 'R06870'}, 'r2': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06871', 'definition': 'Choline phosphate + H2O <=> Choline + Orthophosphate', 'id': 'R06871'}, 'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'r1': {'equation': 'C00588 + C00001 <=> C00114 + C00009', 'name': 'phosphocholine phosphohydrolase', 'link': 'https://rest.kegg.jp/get/R06871', 'definition': 'Choline phosphate + H2O <=> Choline + Orthophosphate', 'id': 'R06871'}, 'r2': {'equation': 'C05223 + C00001 <=> C00229 + C02679', 'link': 'https://rest.kegg.jp/get/R04014', 'name': 'dodecanoyl-[acyl-carrier-pr",1
Phase 2,Intersection & Union Queries,List reaction R03777 pairs with common substrates,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r1:Reaction {id: 'R03777'}), (c)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE r1 <> r2
RETURN DISTINCT r1.id AS reaction1, r2.id AS reaction2, c.id AS common_substrate","[{'reaction1': 'R03777', 'reaction2': 'R07888', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R07892', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R07896', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R00848', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R04095', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R01279', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R03990', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R03857', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R04754', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R04751', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R01175', 'common_substrate': 'C00016'}, {'reaction1': 'R03777', 'reaction2': 'R03778', 'common_substrate': 'C01944'}, {'reaction1': 'R03777', 'reaction2': 'R03776', 'common_substrat",1
Phase 2,Comparative & Set Operations,Which reactions are unique to pathway path:ath00280?,CUSTOM,"MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r:Reaction)
WHERE NOT EXISTS {
  MATCH (other:Pathway)-[:CONTAINS]->(r)
  WHERE other.id <> 'path:ath00280'
}
RETURN r",[],1
Phase 2,Comparative & Set Operations,Find reactions exclusive to ath00280,CUSTOM,"MATCH (r:Reaction)<-[:CONTAINS]-(p:Pathway)
WITH r, collect(p.id) AS pathIds
WHERE size(pathIds) = 1 AND head(pathIds) = 'ath00280'
RETURN r",[],0
Phase 2,Comparative & Set Operations,Show reactions only in pathway path:gmx00603,CUSTOM,"MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]->(r:Reaction)
WHERE NOT EXISTS { MATCH (p2:Pathway)-[:CONTAINS]->(r) WHERE p2 <> p }
RETURN r",[],1
Phase 2,Comparative & Set Operations,Get reactions specific to TCA cycle,CUSTOM,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)
WHERE p.title CONTAINS 'TCA cycle'
RETURN r",[],1
Phase 2,Comparative & Set Operations,Which reactions appear only in pathway path:ath00603?,CUSTOM,"MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)
WHERE NOT EXISTS { MATCH (r)-[:CONTAINS]->(p2:Pathway) WHERE p2 <> p }
RETURN r","[{'r': {'equation': 'G10609 + G13080 <=> G10619 + G13081', 'link': 'https://rest.kegg.jp/get/R11377', 'definition': 'UDP-D-galactose + NORint <=> UDP + NOR2 antigen', 'id': 'R11377'}}, {'r': {'equation': 'G10609 + G00094 <=> G10619 + G11492', 'link': 'https://rest.kegg.jp/get/R11376', 'definition': 'UDP-D-galactose + Globoside <=> UDP + IV4-alpha-Gal-Gb4Cer', 'id': 'R11376'}}, {'r': {'equation': 'C00001 + G00093 <=> C00124 + G00092', 'link': 'https://rest.kegg.jp/get/R05961', 'definition': 'H2O + Globotriaosylceramide <=> D-Galactose + Lactosylceramide', 'id': 'R05961'}}, {'r': {'equation': 'C00001 + G00094 <=> C01132 + G00093', 'link': 'https://rest.kegg.jp/get/R05963', 'definition': 'H2O + Globoside <=> N-Acetyl-D-galactosamine + Globotriaosylceramide', 'id': 'R05963'}}, {'r': {'equation': 'G10609 + G00092 <=> G10619 + G00093', 'link': 'https://rest.kegg.jp/get/R05960', 'definition': 'UDP-D-galactose + Lactosylceramide <=> UDP + Globotriaosylceramide', 'id': 'R05960'}}]",1
Phase 2,Comparative & Set Operations,List reactions exclusive to fatty acid biosynthesis,,,[],1
Phase 2,Comparative & Set Operations,"Which compounds are only produced, never consumed?",CUSTOM,"MATCH (c:Compound)-[:PRODUCES]->(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN DISTINCT c",[],1
Phase 2,Comparative & Set Operations,Find terminal metabolic products,CUSTOM,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT (c)-[:SUBSTRATE_OF]->() RETURN DISTINCT c,"[{'c': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'c': {'names': ['(9Z)-Hexadecenoic acid', 'Palmitoleic acid', 'cis-9-Hexadecenoic acid', '(9Z)-Hexadec-9-enoate'], 'name': '(9Z)-Hexadecenoic acid', 'link': 'https://rest.kegg.jp/get/C08362', 'formula': 'C16H30O2', 'id': 'C08362', 'exact_mass': '254.2246'}}, {'c': {'names': ['Decanoic acid', 'Decanoate', 'Decylic acid', 'n-Capric acid'], 'name': 'Decanoic acid', 'link': 'https://rest.kegg.jp/get/C01571', 'formula': 'C10H20O2', 'id': 'C01571', 'exact_mass': '172.1463'}}, {'c': {'names': ['Octanoic acid', 'Caprylic acid', 'Octylic acid', 'Octanoate'], 'name': 'Octanoic acid', 'link': 'https://rest.kegg.jp/get/C06423', 'formula': 'C8H16O2', 'id': 'C06423', 'exact_mass': '144.1150'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster",1
Phase 2,Comparative & Set Operations,Show end products in the network,CUSTOM,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT (c)-[:SUBSTRATE_OF]->() RETURN DISTINCT c,"[{'c': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'c': {'names': ['(9Z)-Hexadecenoic acid', 'Palmitoleic acid', 'cis-9-Hexadecenoic acid', '(9Z)-Hexadec-9-enoate'], 'name': '(9Z)-Hexadecenoic acid', 'link': 'https://rest.kegg.jp/get/C08362', 'formula': 'C16H30O2', 'id': 'C08362', 'exact_mass': '254.2246'}}, {'c': {'names': ['Decanoic acid', 'Decanoate', 'Decylic acid', 'n-Capric acid'], 'name': 'Decanoic acid', 'link': 'https://rest.kegg.jp/get/C01571', 'formula': 'C10H20O2', 'id': 'C01571', 'exact_mass': '172.1463'}}, {'c': {'names': ['Octanoic acid', 'Caprylic acid', 'Octylic acid', 'Octanoate'], 'name': 'Octanoic acid', 'link': 'https://rest.kegg.jp/get/C06423', 'formula': 'C8H16O2', 'id': 'C06423', 'exact_mass': '144.1150'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster",1
Phase 2,Comparative & Set Operations,Get compounds that are dead-end products,CUSTOM,"MATCH (r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN DISTINCT c","[{'c': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'c': {'names': ['(9Z)-Hexadecenoic acid', 'Palmitoleic acid', 'cis-9-Hexadecenoic acid', '(9Z)-Hexadec-9-enoate'], 'name': '(9Z)-Hexadecenoic acid', 'link': 'https://rest.kegg.jp/get/C08362', 'formula': 'C16H30O2', 'id': 'C08362', 'exact_mass': '254.2246'}}, {'c': {'names': ['Decanoic acid', 'Decanoate', 'Decylic acid', 'n-Capric acid'], 'name': 'Decanoic acid', 'link': 'https://rest.kegg.jp/get/C01571', 'formula': 'C10H20O2', 'id': 'C01571', 'exact_mass': '172.1463'}}, {'c': {'names': ['Octanoic acid', 'Caprylic acid', 'Octylic acid', 'Octanoate'], 'name': 'Octanoic acid', 'link': 'https://rest.kegg.jp/get/C06423', 'formula': 'C8H16O2', 'id': 'C06423', 'exact_mass': '144.1150'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster",1
Phase 2,Comparative & Set Operations,Which compounds have no downstream reactions?,CUSTOM,"MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)  
WHERE NOT (c)-[:SUBSTRATE_OF]->()  
RETURN c","[{'c': {'names': ['Dodecanoic acid', 'Dodecanoate', 'Dodecylcarboxylate', 'Lauric acid'], 'name': 'Dodecanoic acid', 'link': 'https://rest.kegg.jp/get/C02679', 'formula': 'C12H24O2', 'id': 'C02679', 'exact_mass': '200.1776'}}, {'c': {'names': ['(9Z)-Hexadecenoic acid', 'Palmitoleic acid', 'cis-9-Hexadecenoic acid', '(9Z)-Hexadec-9-enoate'], 'name': '(9Z)-Hexadecenoic acid', 'link': 'https://rest.kegg.jp/get/C08362', 'formula': 'C16H30O2', 'id': 'C08362', 'exact_mass': '254.2246'}}, {'c': {'names': ['Decanoic acid', 'Decanoate', 'Decylic acid', 'n-Capric acid'], 'name': 'Decanoic acid', 'link': 'https://rest.kegg.jp/get/C01571', 'formula': 'C10H20O2', 'id': 'C01571', 'exact_mass': '172.1463'}}, {'c': {'names': ['Octanoic acid', 'Caprylic acid', 'Octylic acid', 'Octanoate'], 'name': 'Octanoic acid', 'link': 'https://rest.kegg.jp/get/C06423', 'formula': 'C8H16O2', 'id': 'C06423', 'exact_mass': '144.1150'}}, {'c': {'names': ['Oxidized ferredoxin', 'Oxidized ferredoxin [iron-sulfur] cluster",1
Phase 2,Comparative & Set Operations,List final output compounds,CUSTOM,"MATCH (c:Compound)-[:PRODUCES]->(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN DISTINCT c",[],1
Phase 2,Comparative & Set Operations,"Which compounds are only consumed, never produced?",CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
WITH DISTINCT c
WHERE NOT EXISTS ( (c)<-[:PRODUCES]-() )
RETURN c","[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C10H19OSR', 'id': 'C05755'}}, {'c': {'names': ['Octanoyl-[acp]', 'Octanoyl-[acyl-carrier protein]'], 'name': 'Octanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05752', 'formula': 'C8H15OSR', 'id': 'C05752'}}, {'c': {'names': ['Oxygen', 'O2'], 'name': 'Oxygen', 'link': 'https://rest.kegg.jp/get/C00007', 'formula': 'O2', 'id': 'C00007', 'exact_mass': '31.9898'}}, {'c': {'names': ['Reduced ferredoxin', 'Reduced ferredoxin [iron-sulfur] cluster'], 'name': 'Reduced ferredoxin', 'link': 'https://rest.kegg.jp/get/C00138', 'id': 'C00138'}}, {'c': {'names': ['Hexadecanoyl-[acp]', 'Hexadecanoyl-[acyl-carrier ",1
Phase 2,Comparative & Set Operations,Find starting materials in metabolism,CUSTOM,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT (c)-[:PRODUCES]->() RETURN DISTINCT c,"[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Acyl-carrier protein', 'ACP', '[Acyl-carrier protein]', 'Holo-[acyl-carrier protein]'], 'name': 'Acyl-carrier protein', 'link': 'https://rest.kegg.jp/get/C00229', 'formula': 'HSR', 'id': 'C00229'}}, {'c': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16520', 'name': 'Hexadecenoyl-[acyl-carrier protein]', 'formula': 'C16H29OSR', 'id': 'C16520'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C1",1
Phase 2,Comparative & Set Operations,Show input-only compounds,CUSTOM,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT (c)-[:PRODUCES]->() RETURN DISTINCT c,"[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Acyl-carrier protein', 'ACP', '[Acyl-carrier protein]', 'Holo-[acyl-carrier protein]'], 'name': 'Acyl-carrier protein', 'link': 'https://rest.kegg.jp/get/C00229', 'formula': 'HSR', 'id': 'C00229'}}, {'c': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16520', 'name': 'Hexadecenoyl-[acyl-carrier protein]', 'formula': 'C16H29OSR', 'id': 'C16520'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C1",1
Phase 2,Comparative & Set Operations,Get compounds that must come from outside,CUSTOM,MATCH (c:Compound) WHERE NOT (c)<-[:PRODUCES]-() RETURN c,"[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C10H19OSR', 'id': 'C05755'}}, {'c': {'names': ['Octanoyl-[acp]', 'Octanoyl-[acyl-carrier protein]'], 'name': 'Octanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05752', 'formula': 'C8H15OSR', 'id': 'C05752'}}, {'c': {'names': ['Reduced ferredoxin', 'Reduced ferredoxin [iron-sulfur] cluster'], 'name': 'Reduced ferredoxin', 'link': 'https://rest.kegg.jp/get/C00138', 'id': 'C00138'}}, {'c': {'names': ['Oxygen', 'O2'], 'name': 'Oxygen', 'link': 'https://rest.kegg.jp/get/C00007', 'formula': 'O2', 'id': 'C00007', 'exact_mass': '31.9898'}}, {'c': {'names': ['Hexadecanoyl-[acp]', 'Hexadecanoyl-[acyl-carrier ",1
Phase 2,Comparative & Set Operations,Which compounds have no production pathway?,CUSTOM,MATCH (c:Compound) WHERE NOT (c)<-[:PRODUCES]-() RETURN c,"[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C10H19OSR', 'id': 'C05755'}}, {'c': {'names': ['Octanoyl-[acp]', 'Octanoyl-[acyl-carrier protein]'], 'name': 'Octanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05752', 'formula': 'C8H15OSR', 'id': 'C05752'}}, {'c': {'names': ['Reduced ferredoxin', 'Reduced ferredoxin [iron-sulfur] cluster'], 'name': 'Reduced ferredoxin', 'link': 'https://rest.kegg.jp/get/C00138', 'id': 'C00138'}}, {'c': {'names': ['Oxygen', 'O2'], 'name': 'Oxygen', 'link': 'https://rest.kegg.jp/get/C00007', 'formula': 'O2', 'id': 'C00007', 'exact_mass': '31.9898'}}, {'c': {'names': ['Hexadecanoyl-[acp]', 'Hexadecanoyl-[acyl-carrier ",1
Phase 2,Comparative & Set Operations,List external input requirements,CUSTOM,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
WHERE NOT (c)-[:PRODUCES]->()
RETURN DISTINCT c","[{'c': {'names': ['Dodecanoyl-[acyl-carrier protein]', 'Dodecanoyl-[acp]', 'Lauroyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C05223', 'name': 'Dodecanoyl-[acyl-carrier protein]', 'formula': 'C12H23OSR', 'id': 'C05223'}}, {'c': {'names': ['H2O', 'Water'], 'name': 'H2O', 'link': 'https://rest.kegg.jp/get/C00001', 'formula': 'H2O', 'id': 'C00001', 'exact_mass': '18.0106'}}, {'c': {'names': ['Acyl-carrier protein', 'ACP', '[Acyl-carrier protein]', 'Holo-[acyl-carrier protein]'], 'name': 'Acyl-carrier protein', 'link': 'https://rest.kegg.jp/get/C00229', 'formula': 'HSR', 'id': 'C00229'}}, {'c': {'names': ['Hexadecenoyl-[acyl-carrier protein]', '(9Z)-Hexadec-9-enoyl-[acyl-carrier protein]'], 'link': 'https://rest.kegg.jp/get/C16520', 'name': 'Hexadecenoyl-[acyl-carrier protein]', 'formula': 'C16H29OSR', 'id': 'C16520'}}, {'c': {'names': ['Decanoyl-[acp]', 'Decanoyl-[acyl-carrier protein]'], 'name': 'Decanoyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05755', 'formula': 'C1",1
Phase 2,Comparative & Set Operations,Which enzymes catalyze multiple reactions?,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(r) AS cnt
WHERE cnt > 1
RETURN e, cnt","[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}, 'cnt': 2}, {'e': {'names': ['oleoyl-[acyl-carrier-protein] hydrolase', 'acyl-[acyl-carrier-protein] hydrolase', 'acyl-ACP-hydrolase', 'acyl-acyl carrier protein hydrolase', 'oleoyl-ACP thioesterase', 'oleoyl-acyl carrier protein thioesterase'], 'sysname': 'oleoyl-[acyl-carrier protein] hydrolase', 'name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'link': 'https://rest.kegg.jp/get/3.1.2.14', 'id': 'EC:3.1.2.14'}, 'cnt': 8}, {'e': {'names': ['dodecanoyl-[acyl-carrier-protein] hydrolase', 'lauryl-acyl-carrier-protein hydrolase', 'dodecanoyl-acyl-carrier-protein hydrolase', 'dodecyl-acyl-carrier protein hydrolase', 'dodecanoyl-[acyl-carrier protein] hydrolase'], 'sysname': 'dodecanoyl-[acyl-carrier protein] hydrolase', 'name': ",1
Phase 2,Comparative & Set Operations,Find promiscuous enzymes,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(DISTINCT r) AS numR
WHERE numR > 1
RETURN e, numR","[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}, 'numR': 2}, {'e': {'names': ['oleoyl-[acyl-carrier-protein] hydrolase', 'acyl-[acyl-carrier-protein] hydrolase', 'acyl-ACP-hydrolase', 'acyl-acyl carrier protein hydrolase', 'oleoyl-ACP thioesterase', 'oleoyl-acyl carrier protein thioesterase'], 'sysname': 'oleoyl-[acyl-carrier protein] hydrolase', 'name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'link': 'https://rest.kegg.jp/get/3.1.2.14', 'id': 'EC:3.1.2.14'}, 'numR': 8}, {'e': {'names': ['dodecanoyl-[acyl-carrier-protein] hydrolase', 'lauryl-acyl-carrier-protein hydrolase', 'dodecanoyl-acyl-carrier-protein hydrolase', 'dodecyl-acyl-carrier protein hydrolase', 'dodecanoyl-[acyl-carrier protein] hydrolase'], 'sysname': 'dodecanoyl-[acyl-carrier protein] hydrolase', 'name'",1
Phase 2,Comparative & Set Operations,Show enzymes with broad substrate specificity,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)-[:SUBSTRATE_OF]->(c:Compound)  
WITH e, count(DISTINCT c) AS substrate_count  
WHERE substrate_count > 2  
RETURN e, substrate_count  
ORDER BY substrate_count DESC",[],1
Phase 2,Comparative & Set Operations,Get multi-functional enzymes,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(r) AS reactionCount
WHERE reactionCount > 1
RETURN e, reactionCount","[{'e': {'names': ['phosphoethanolamine/phosphocholine phosphatase', 'PHOSPHO1', '3X11A'], 'sysname': 'phosphoethanolamine phosphohydrolase', 'name': 'phosphoethanolamine/phosphocholine phosphatase', 'link': 'https://rest.kegg.jp/get/3.1.3.75', 'id': 'EC:3.1.3.75'}, 'reactionCount': 2}, {'e': {'names': ['oleoyl-[acyl-carrier-protein] hydrolase', 'acyl-[acyl-carrier-protein] hydrolase', 'acyl-ACP-hydrolase', 'acyl-acyl carrier protein hydrolase', 'oleoyl-ACP thioesterase', 'oleoyl-acyl carrier protein thioesterase'], 'sysname': 'oleoyl-[acyl-carrier protein] hydrolase', 'name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'link': 'https://rest.kegg.jp/get/3.1.2.14', 'id': 'EC:3.1.2.14'}, 'reactionCount': 8}, {'e': {'names': ['dodecanoyl-[acyl-carrier-protein] hydrolase', 'lauryl-acyl-carrier-protein hydrolase', 'dodecanoyl-acyl-carrier-protein hydrolase', 'dodecyl-acyl-carrier protein hydrolase', 'dodecanoyl-[acyl-carrier protein] hydrolase'], 'sysname': 'dodecanoyl-[acyl-carrier protein] ",1
Phase 2,Comparative & Set Operations,Which EC numbers have multiple activities?,CUSTOM,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)  
WITH e, count(DISTINCT r) AS cnt  
WHERE cnt > 1  
RETURN e.id AS ec_id, e.name AS ec_name, cnt AS activity_count;","[{'ec_id': 'EC:3.1.3.75', 'ec_name': 'phosphoethanolamine/phosphocholine phosphatase', 'activity_count': 2}, {'ec_id': 'EC:3.1.2.14', 'ec_name': 'oleoyl-[acyl-carrier-protein] hydrolase', 'activity_count': 8}, {'ec_id': 'EC:3.1.2.21', 'ec_name': 'dodecanoyl-[acyl-carrier-protein] hydrolase', 'activity_count': 4}, {'ec_id': 'EC:1.14.19.2', 'ec_name': 'stearoyl-[acyl-carrier-protein] 9-desaturase', 'activity_count': 3}, {'ec_id': 'EC:1.3.1.9', 'ec_name': 'enoyl-[acyl-carrier-protein] reductase (NADH)', 'activity_count': 10}, {'ec_id': 'EC:1.3.1.-', 'ec_name': None, 'activity_count': 13}, {'ec_id': 'EC:2.3.1.-', 'ec_name': None, 'activity_count': 38}, {'ec_id': 'EC:4.2.1.-', 'ec_name': None, 'activity_count': 9}, {'ec_id': 'EC:2.3.1.41', 'ec_name': 'beta-ketoacyl-[acyl-carrier-protein] synthase I', 'activity_count': 10}, {'ec_id': 'EC:2.3.1.179', 'ec_name': 'beta-ketoacyl-[acyl-carrier-protein] synthase II', 'activity_count': 10}, {'ec_id': 'EC:2.3.1.199', 'ec_name': 'very-long-chain 3-ox",1
