pmid,question_type,question,answer,entities_used,difficulty,topic,category_id,category_name,title,abstract_word_count
27215981,factual,"Under prolonged water-deficient conditions, which maize cultivar exhibited more pronounced cellular membrane damage, as measured by malondialdehyde levels?","The Rung Nong 35 cultivar displayed higher rates of malondialdehyde (MDA), a marker for membrane lipid peroxidation, compared to the Dong Dan 80 cultivar, indicating greater membrane damage.","Rung Nong 35, Dong Dan 80, Malondialdehyde (MDA), membrane lipid peroxidation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Effect of progressive drought stress on growth, leaf gas exchange, and antioxidant production in two maize cultivars.",235
27215981,numerical,What specific percentages of field capacity (FC) were utilized to establish the well-watered control and the drought-stressed experimental conditions for the maize plants?,The study defined the well-watered condition as 80% field capacity (FC) and the drought-stressed condition as 35% FC.,"Field capacities (FC), Drought stress",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Effect of progressive drought stress on growth, leaf gas exchange, and antioxidant production in two maize cultivars.",235
22119874,factual,How did exposure to hexavalent chromium affect the levels of photosynthetic pigments and the extent of membrane lipid damage in kale seedlings?,"Exposure to hexavalent chromium resulted in a notable decrease in chlorophyll a and b content and an elevation in lipid peroxidation, indicating damage to cell membranes.","hexavalent chromium, chlorophylls, lipid peroxidation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of hexavalent chromium on the growth and physiological and biochemical parameters on Brassica oleracea L. var. acephala DC.,204
22119874,numerical,"What specific concentrations of chromium in the growth medium prompted an increase in the content of non-protein thiols, total ascorbate, and proline in the cotyledons and roots of kale seedlings?","An increase in non-protein thiols, total ascorbate, and proline was observed in seedlings grown in media with 0.1 mM and 0.15 mM of chromium.","chromium, non-protein thiol, total ascorbate, proline",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of hexavalent chromium on the growth and physiological and biochemical parameters on Brassica oleracea L. var. acephala DC.,204
29079824,factual,What effect does the absence of the WRKY43 protein have on an Arabidopsis seed's ability to germinate under stressful environmental conditions like high salinity or low temperatures?,"The loss of the WRKY43 protein results in an enhanced tolerance for germination under conditions of high salt, high osmolarity, and cold temperatures.","WRKY43, seed germination, abiotic stress",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,WRKY43 regulates polyunsaturated fatty acid content and seed germination under unfavourable growth conditions.,192
29079824,numerical,Which specific polyunsaturated fatty acids were identified as having increased levels in the triacylglycerols and phospholipids of seeds lacking the WRKY43 protein?,"The biochemical analysis revealed an increase in the content of 18:2Δ9,12 and 18:3Δ9,12,15 in the seeds of wrky43 loss-of-function lines.","WRKY43, polyunsaturated fatty acids, 18:2Δ9,12, 18:3Δ9,12,15, triacylglycerols, phospholipids",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,WRKY43 regulates polyunsaturated fatty acid content and seed germination under unfavourable growth conditions.,192
25579660,factual,What role was attributed to lipid peroxidation during the initial phase of deterioration in air-dry pea seeds?,"Lipid peroxidation was not considered the primary cause for the transition from strong to weak seeds during early aging, as the levels of its byproducts were comparable in both seed groups. This process was only initiated in seeds that were already in the process of dying.","lipid peroxidation, pea seeds, seed aging",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Deterioration mechanisms in air-dry pea seeds during early aging.,194
25579660,numerical,What analytical method was used to segregate the air-dry pea seeds into three distinct fractions based on their viability?,"Room temperature phosphorescence was applied to individual seeds to classify them into three groups: strong seeds (producing normal seedlings), weak seeds (producing abnormal seedlings), and dead seeds.","room temperature phosphorescence, pea seeds",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Deterioration mechanisms in air-dry pea seeds during early aging.,194
21384348,factual,How did the application of a water-saving superabsorbent polymer influence the level of lipid membrane damage in corn plants subjected to water scarcity?,"The application of the superabsorbent polymer helped to quench oxidative stress in corn plants under drought conditions, which led to a reduction in lipid peroxidation, a key indicator of membrane damage.","superabsorbent polymer, lipid peroxidation, drought stress",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effects of water-saving superabsorbent polymer on antioxidant enzyme activities and lipid peroxidation in corn (Zea mays L.) under drought stress.,214
21384348,numerical,What was the specific percentage increase in biomass accumulation for corn plants treated with the superabsorbent polymer when grown under the most severe water stress condition (deficit irrigation)?,"Under deficit irrigation, the application of the superabsorbent polymer increased the biomass of corn plants by 98.7% compared to the control plants.","superabsorbent polymer, biomass, deficit irrigation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effects of water-saving superabsorbent polymer on antioxidant enzyme activities and lipid peroxidation in corn (Zea mays L.) under drought stress.,214
11040985,factual,What is the consequence of exposing wheat seeds to short periods of UV light on the antioxidant capabilities of the sprouts that develop from them?,Brief UV exposure of 5 to 15 minutes to the seeds stimulates the antioxidant defense mechanisms in the eight-day-old wheat sprouts.,"UV radiation, antioxidant system, wheat sprouts",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,[Change in the reaction of the antioxidant system of wheat sprouts after UV-irradiation of seeds].,237
11040985,numerical,"According to the study, what specific range of UV irradiation time applied to seeds resulted in the inhibition of membrane lipid degradation in the subsequent sprouts?",An irradiation period of 30 to 60 minutes applied to the seeds led to the suppression of lipid peroxidation in the sprouts via the antioxidant system.,"UV irradiation, lipid peroxidation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,[Change in the reaction of the antioxidant system of wheat sprouts after UV-irradiation of seeds].,237
26618535,factual,"In *Acacia farnesiana* seedlings, what indicator of membrane damage was most prominent during the period of the most rapid arsenic absorption?","The highest rate of lipid peroxidation, a sign of oxidative stress, occurred concurrently with the fastest rate of arsenic uptake within the first 15 days of exposure.","Lipid peroxidation, Arsenic uptake",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Tolerance, arsenic uptake, and oxidative stress in Acacia farnesiana under arsenate-stress.",200
26618535,numerical,"What was the approximate concentration of arsenic, in mg per kg of dry weight, found in the roots of *Acacia farnesiana* seedlings after being exposed to 0.58 mM arsenate for 60 days?","After 60 days of exposure to 0.58 mM arsenate, the roots of *Acacia farnesiana* seedlings accumulated approximately 4380 mg of arsenic per kg of dry weight.","Arsenic, Roots, Arsenate",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Tolerance, arsenic uptake, and oxidative stress in Acacia farnesiana under arsenate-stress.",200
12746535,factual,"In mature leaves subjected to photooxidative stress, how did the response of Photosystem II photochemistry differ from the onset of lipid peroxidation in relation to tocopherol levels?","The inhibition of Photosystem II photochemistry was rapid and showed minimal dependence on the amount of tocopherol. In contrast, lipid peroxidation occurred after a delay and was significantly exacerbated in plants with lower tocopherol content.","tocopherols, Photosystem II, lipid peroxidation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Chloroplast membrane photostability in chlP transgenic tobacco plants deficient in tocopherols.,255
12746535,numerical,What specific light intensity and temperature conditions were used to expose the leaf discs to photooxidative stress?,The leaf discs were subjected to a high light intensity of 1 mmol photon m⁻² s⁻¹ and a low temperature of 10°C.,"high light, low temperature",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Chloroplast membrane photostability in chlP transgenic tobacco plants deficient in tocopherols.,255
27813582,factual,"How did the accumulation of malondialdehyde, an indicator of lipid peroxidation, differ between the salt-tolerant mutant and the wild-type rice when subjected to saline conditions?","Under salt stress, the mutant rice line (Till-II-877) exhibited a smaller increase in malondialdehyde content compared to the wild-type rice.","malondialdehyde, Till-II-877, wild type, salt stress",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Genome-wide expression analysis of a rice mutant line under salt stress.,246
27813582,numerical,"After a three-week period of salt exposure, what was the percentage point difference in height reduction observed between the wild-type rice and the Till-II-877 mutant?","The wild-type rice had a height reduction of approximately 40%, while the mutant line had a 29% reduction, resulting in an 11 percentage point difference.","plant height, wild type, Till-II-877, salt stress",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Genome-wide expression analysis of a rice mutant line under salt stress.,246
29898110,factual,"Among the plant species examined, which one demonstrated the most robust defense against the oxidative damage induced by the herbicides fomesafen and sulfentrazone?","Avena sativa was the species that showed the least significant changes to its antioxidant system after being exposed to fomesafen and sulfentrazone, indicating a more effective response to the oxidative stress caused by these chemicals.","Avena sativa, fomesafen, sulfentrazone, oxidative stress",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of herbicides in the oxidative stress in crop winter species.,224
29898110,numerical,"What specific application rate of sulfentrazone was found to induce lipid peroxidation, and in which three of the four tested plant species did this occur?","An application rate of 1.2 kg ha-1 of sulfentrazone was shown to cause lipid peroxidation in Vicia sativa, Raphanus sativus, and Lupinus albus.","sulfentrazone, lipid peroxidation, Vicia sativa, Raphanus sativus, Lupinus albus",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of herbicides in the oxidative stress in crop winter species.,224
15503767,factual,How did prolonged heat exposure affect the concentration of a key marker for membrane lipid damage within the leaf blade and stalk of Pinellia ternata?,"As the duration of high-temperature stress increased, the content of malondialdehyde (MDA), an indicator of membrane lipid peroxidation, rose significantly in both the lamina (leaf blade) and petiole (stalk).","high temperature stress, malondialdehyde (MDA), lamina, petiole",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,[The change of activity of protective enzyme around sprout tumble of Pinellia ternate under high temperature stress].,94
15503767,numerical,"What distinct, two-phase pattern of activity was observed for the peroxidase (POD) enzyme in Pinellia ternata when subjected to high-temperature conditions?","Under high-temperature stress, the activity of the peroxidase (POD) enzyme initially increased, but this was followed by a rapid decrease in its activity.","peroxidase (POD), high temperature stress",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,[The change of activity of protective enzyme around sprout tumble of Pinellia ternate under high temperature stress].,94
25576736,factual,"What was the impact of applying iron nanoparticles to the foliage of the bryophyte Physcomitrella patens on the integrity of its cellular membranes, as assessed by lipid peroxidation markers?","The study found that foliar exposure to iron nanoparticles at the tested concentrations did not significantly alter the levels of malondialdehyde (MDA), a key indicator of lipid peroxidation, suggesting the treatment did not cause notable damage to the cell membranes over the short experimental period.","Iron nanoparticles, Physcomitrella patens, Lipid peroxidation, Malondialdehyde (MDA)",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Effects of engineered iron nanoparticles on the bryophyte, Physcomitrella patens (Hedw.) Bruch & Schimp, after foliar exposure.",136
25576736,numerical,Across what range of concentrations were the iron nanoparticles administered to each individual Physcomitrella patens plant during the experiment?,"The experiment involved exposing each plant to five different concentrations of iron nanoparticles, ranging from a minimum of 5 nanograms to a maximum of 50 micrograms per plant.","Iron nanoparticles, Physcomitrella patens",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Effects of engineered iron nanoparticles on the bryophyte, Physcomitrella patens (Hedw.) Bruch & Schimp, after foliar exposure.",136
9187375,factual,How did ozone exposure influence the transcriptional activity of genes encoding amine oxidase and lipoxygenase in young lentil plants?,Ozone stress was found to suppress the gene expression for amine oxidase while simultaneously enhancing the gene expression for lipoxygenase at the transcriptional level.,"Ozone stress, amine oxidase, lipoxygenase, gene expression",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Ozone stress modulates amine oxidase and lipoxygenase expression in lentil (Lens culinaris) seedlings.,91
9187375,numerical,What physiological change was observed to occur in parallel with the rise in lipoxygenase activity in the ozone-affected seedlings?,The increase in lipoxygenase activity was directly correlated with an enhancement of membrane lipid peroxidation in the lentil seedlings.,"lipoxygenase, membrane lipid peroxidation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Ozone stress modulates amine oxidase and lipoxygenase expression in lentil (Lens culinaris) seedlings.,91
17846571,factual,What protective effect against lipid degradation was exhibited by the novel phenyl disaccharides extracted from Populus tremula knotwood?,The newly identified phenyl disaccharides demonstrated the ability to inhibit lipid peroxidation and scavenge peroxyl radicals.,"Populus tremula, phenyl disaccharide, lipid peroxidation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,A novel antioxidant phenyl disaccharide from Populus tremula knotwood.,89
17846571,numerical,"What specific value was determined for the oxygen radical absorbance capacity (ORAC) of the novel phenyl disaccharides, and in what units was it expressed?",The oxygen radical absorbance capacity (ORAC) value for the new compounds was 11.7 microM Trolox Equivalents (TE).,"phenyl disaccharide, ORAC, Trolox Equivalents",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,A novel antioxidant phenyl disaccharide from Populus tremula knotwood.,89
15002665,factual,"In which part of the rice seedlings was aluminum found in higher concentrations, and what was the corresponding effect on root elongation?","Aluminum was localized more in the roots compared to the shoots. An inverse relationship was observed, where increased aluminum accumulation was linked to decreased root growth.","Aluminium, rice, roots",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Aluminium-induced production of oxygen radicals, lipid peroxidation and DNA damage in seedlings of rice (Oryza sativa).",155
15002665,numerical,What was the molar concentration of the external aluminum supply used to induce stress in the rice seedlings?,The rice seedlings were exposed to an external supply of 80 µmol/L of aluminum.,"Aluminium, rice",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Aluminium-induced production of oxygen radicals, lipid peroxidation and DNA damage in seedlings of rice (Oryza sativa).",155
20554214,factual,"What was the consequence of aluminum exposure on the structural integrity of lipids and proteins in cucumber seedlings, according to the study?","Aluminum toxicity led to detrimental effects such as lipid peroxidation and protein oxidation, indicating that the antioxidant system was insufficient to counteract the stress.","Aluminum, lipid peroxidation, protein oxidation, antioxidant system",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Aluminum-induced oxidative stress in cucumber.,201
20554214,numerical,What was the duration of the experiment and the specific range of aluminum concentrations used to treat the cucumber seedlings?,The cucumber seedlings were grown for a period of 10 days while being exposed to aluminum concentrations that varied from 1 to 2000 microM.,"Aluminum, Cucumis sativus L.",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Aluminum-induced oxidative stress in cucumber.,201
16893783,factual,What conclusion did the study draw regarding the role of cuticle wax modifications in the resistance of common cocklebur to MSMA?,"The study concluded that the observed changes in cuticle wax are not the primary reason for MSMA resistance in cocklebur; instead, they are considered a secondary effect resulting from the herbicide application.","MSMA, common cocklebur, cuticle wax",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of monosodium methanarsonate application on cuticle wax content of cocklebur and cotton plants.,173
16893783,numerical,"What analytical technique was employed to separate and identify the components of the leaf cuticle wax, and what range of carbon chain lengths were the standards used for comparison?","The wax constituents were analyzed using gas chromatography (GC) with flame ionization detection, and they were compared against alkane and alcohol standards with carbon lengths ranging from C21 to C30.","gas chromatography, alkane, alcohol",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of monosodium methanarsonate application on cuticle wax content of cocklebur and cotton plants.,173
25711704,factual,What is the proposed function of jasmonates in the trade-off between plant biomass accumulation and its defense mechanisms?,"Jasmonates are suggested to regulate the growth-defence balance, as their application can inhibit growth and suppress photosynthesis, thereby shifting resources towards protective responses.","Jasmonates, growth-defence balance, photosynthesis",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Growth-defence balance in grass biomass production: the role of jasmonates.,227
25711704,methodological,"What type of analysis indicated a potential role for jasmonates in the development of rhizomes in bioenergy grasses, a function not previously established in Arabidopsis?",Gene expression analyses conducted in bioenergy grasses suggested that jasmonates are involved in rhizome development.,"Jasmonates, rhizome, gene expression analysis, bioenergy grasses",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Growth-defence balance in grass biomass production: the role of jasmonates.,227
40263511,factual,"What dual benefits does the application of olive mill wastewater (OMWW) provide to wheat crops facing conditions of water deficit, according to the study?","The application of olive mill wastewater improves soil characteristics by increasing organic matter and nutrient levels, and it also helps alleviate the negative impacts of drought stress on the plants, leading to a smaller reduction in grain yield.","olive mill wastewater, drought stress, wheat, soil properties",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Metabolomic responses of wheat grains to olive mill wastewater and drought stress treatments.,197
40263511,numerical,"By what percentage did water deprivation alone decrease wheat grain production, and how did the addition of olive mill wastewater (OMWW) alter this reduction when compared to the control group?","Water deprivation by itself led to a 67% decrease in grain production. However, when OMWW was applied to plants under the same stress conditions, the reduction in yield was only 29% relative to the control.","drought stress, olive mill wastewater, grain yield",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Metabolomic responses of wheat grains to olive mill wastewater and drought stress treatments.,197
28477486,factual,"According to spectroscopic analysis, which major biochemical components of the Platanus x acerifolia pollen wall were altered following exposure to ozone and nitrogen dioxide?","Spectroscopic results indicated that exposure to the pollutants caused modifications to the proteins, lipids, and polysaccharides within the pollen.","Platanus x acerifolia pollen, O3, NO2, proteins, lipids, polysaccharides",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of O<sub>3</sub> and NO<sub>2</sub> atmospheric pollutants on Platanus x acerifolia pollen: Immunochemical and spectroscopic analysis.,180
28477486,numerical,What were the specific atmospheric concentrations of ozone and nitrogen dioxide used when the pollen samples were exposed to the pollutants individually?,The pollen samples were subjected to an ozone concentration of 0.061 ppm and a nitrogen dioxide concentration of 0.025 ppm when each gas was tested separately.,"O3, NO2, Platanus x acerifolia pollen",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Effect of O<sub>3</sub> and NO<sub>2</sub> atmospheric pollutants on Platanus x acerifolia pollen: Immunochemical and spectroscopic analysis.,180
18441337,factual,"How did osmotic constraints, such as water scarcity or high salinity, affect the accumulation of the SsLTP1 protein in Solanum species with differing abilities to adapt to cold temperatures?","When subjected to osmotic stress from water deficit or salt treatment, the SsLTP1 protein was observed to accumulate in both cold-acclimating and non-acclimating Solanum species.","SsLTP1, osmotic stress, cold acclimation, Solanum",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,The organ-dependent abundance of a Solanum lipid transfer protein is up-regulated upon osmotic constraints and associated with cold acclimation ability.,224
18441337,numerical,What contrasting results were observed in the levels of SsLTP1 protein between Solanum varieties that can acclimate to cold and those that cannot when exposed to low temperatures?,"Under low-temperature conditions, Solanum varieties capable of cold acclimation (S. sogarandinum and S. tuberosum cv. Ursus) showed a notable increase in SsLTP1 protein levels in their stems and leaves. Conversely, varieties with a low or lost capacity for cold acclimation (S. tuberosum cv. Irga and a specific S. sogarandinum line) exhibited no change in the protein's abundance.","SsLTP1, low temperature, S. sogarandinum, S. tuberosum cv. Ursus, S. tuberosum cv. Irga",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,The organ-dependent abundance of a Solanum lipid transfer protein is up-regulated upon osmotic constraints and associated with cold acclimation ability.,224
19026725,factual,What alterations in carbohydrate and lipid content were observed in the seeds of Arabidopsis plants engineered to overexpress the ICE2 transcription factor?,The seeds of transgenic Arabidopsis lines with elevated ICE2 expression exhibited reduced levels of carbohydrates and increased quantities of lipids.,"ICE2, carbohydrates, lipids, Arabidopsis thaliana",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Identification of ICE2, a gene involved in cold acclimation which determines freezing tolerance in Arabidopsis thaliana.",173
19026725,numerical,What was the key finding from the expression analysis of the CBF1 gene when comparing the wild-type Col-0 plants to the transgenic plants with enhanced ICE2 expression?,"The analysis revealed a difference in the expression of the CBF1 gene between the transgenic and wild-type plants, implying that CBF1 has a primary function in the freezing tolerance mediated by ICE2 overexpression.","ICE2, CBF1, Col-0, transgenic plants",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"Identification of ICE2, a gene involved in cold acclimation which determines freezing tolerance in Arabidopsis thaliana.",173
19719083,factual,What two key characteristics were identified regarding the heat-induced unfolding of the barley nonspecific lipid transfer protein 1b (ns-LTP1b)?,The thermal denaturation of ns-LTP1b was determined to be both irreversible and highly cooperative.,"ns-LTP1b, thermal denaturation",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Investigation of thermal denaturation of barley nonspecific lipid transfer protein 1 (ns-LTP1b) by nuclear magnetic resonance and differential scanning calorimetry.,125
19719083,numerical,What thermodynamic parameters were calculated from the numerical analysis of NMR data to determine the rate of denaturation for ns-LTP1b?,"The analysis yielded values for the transition state enthalpy and entropy, which were then used to calculate the denaturation rate as an indicator of protein stability.","NMR, transition state enthalpy, transition state entropy, denaturation rate",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Investigation of thermal denaturation of barley nonspecific lipid transfer protein 1 (ns-LTP1b) by nuclear magnetic resonance and differential scanning calorimetry.,125
17163881,factual,"In Arabidopsis thaliana, what is the primary ester synthesized by the CHAT enzyme, and what two molecules does it utilize for this synthesis?","The CHAT enzyme, encoded by At3g03480, is responsible for producing the ester (Z)-3-hexen-1-yl acetate by using acetyl-CoA and (Z)-3-hexen-1-ol as substrates.","CHAT, (Z)-3-hexen-1-yl acetate, acetyl-CoA, (Z)-3-hexen-1-ol",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Characterization of a BAHD acyltransferase responsible for producing the green leaf volatile (Z)-3-hexen-1-yl acetate in Arabidopsis thaliana.,222
17163881,numerical,"Following mechanical damage to Arabidopsis, what is the temporal difference between the peak emission of (Z)-3-hexen-1-yl acetate and the peak accumulation of CHAT gene transcripts?","The emission of (Z)-3-hexen-1-yl acetate peaks very quickly at 5 minutes post-damage, whereas the transcript levels for the CHAT gene reach their maximum much later, between 3 and 6 hours after wounding.","(Z)-3-hexen-1-yl acetate, CHAT gene, mechanical damage",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Characterization of a BAHD acyltransferase responsible for producing the green leaf volatile (Z)-3-hexen-1-yl acetate in Arabidopsis thaliana.,222
25056921,factual,"In Arabidopsis plants with elevated levels of the RD20 protein, what are the observed effects on gibberellin-mediated flowering time and the sensitivity to abscisic acid during seed germination?","These plants display an accelerated, gibberellin-dependent transition to flowering and exhibit hypersensitivity to abscisic acid when seeds are germinating.","RD20, gibberellin, abscisic acid",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"The reductase activity of the Arabidopsis caleosin RESPONSIVE TO DESSICATION20 mediates gibberellin-dependent flowering time, abscisic acid sensitivity, and tolerance to oxidative stress.",210
25056921,numerical,What molecular genetics approach was employed to verify that the peroxygenase function of RD20 was directly responsible for the observed phenotypes like early flowering and ABA hypersensitivity?,"Researchers created and analyzed lines that overexpressed a version of the RD20 protein where its peroxygenase activity was disabled through a point mutation in a key catalytic histidine residue, which resulted in the loss of the phenotypes.","RD20, peroxygenase, point mutation",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"The reductase activity of the Arabidopsis caleosin RESPONSIVE TO DESSICATION20 mediates gibberellin-dependent flowering time, abscisic acid sensitivity, and tolerance to oxidative stress.",210
20876334,factual,How did the ectopic expression of CEST proteins influence the peroxidation of lipids in plants subjected to saline conditions?,"In plants experiencing high salinity, the overexpression of CEST proteins modulated, or reduced, the peroxidation of lipids.","CEST, lipid peroxidation, salinity stress",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"A novel chloroplast protein, CEST induces tolerance to multiple environmental stresses and reduces photooxidative damage in transgenic Arabidopsis.",194
20876334,numerical,"What experimental approach was utilized to identify genes that enhance salt tolerance, ultimately leading to the isolation of the R07303 transgenic line?","The method involved screening a large population of transgenic Arabidopsis thaliana, which expressed a library of full-length cDNAs from rice, under conditions of high salinity to identify tolerant individuals.","R07303, Arabidopsis thaliana, rice cDNA",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,"A novel chloroplast protein, CEST induces tolerance to multiple environmental stresses and reduces photooxidative damage in transgenic Arabidopsis.",194
26264651,factual,"In oilseed rape seedlings subjected to water-deficient conditions, what was the dual impact of cold plasma application on lipid membrane integrity and the activity of key antioxidant enzymes?","Cold plasma treatment reduced lipid peroxidation, as indicated by lower malondialdehyde levels, while simultaneously enhancing the activities of superoxide dismutase and catalase enzymes.","cold plasma treatment, lipid peroxidation, antioxidant enzymes, oilseed rape",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Cold plasma treatment enhances oilseed rape seed germination under drought stress.,199
26264651,numerical,"By what percentage did cold plasma treatment improve the germination rate of the drought-sensitive oilseed rape cultivar, Zhongshuang 7, when exposed to drought stress?","Under drought conditions, cold plasma treatment significantly enhanced the germination rate of the Zhongshuang 7 cultivar by 6.25%.","cold plasma treatment, germination rate, Zhongshuang 7, drought stress",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Cold plasma treatment enhances oilseed rape seed germination under drought stress.,199
11006339,factual,"For the SOS3 protein to effectively contribute to a plant's ability to withstand high salt conditions, what two biochemical processes are indispensable?",The SOS3 protein requires both the attachment of a myristoyl group (N-myristoylation) and the ability to bind calcium ions to function properly in salt tolerance.,"SOS3, N-myristoylation, calcium binding, salt tolerance",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,SOS3 function in plant salt tolerance requires N-myristoylation and calcium binding.,220
11006339,numerical,What specific amino acid substitution was engineered in the SOS3 protein to prevent its N-myristoylation?,The glycine residue at the second position of the N-terminus was replaced with an alanine through targeted mutagenesis to block N-myristoylation.,"SOS3, N-myristoylation, glycine, alanine",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,SOS3 function in plant salt tolerance requires N-myristoylation and calcium binding.,220
24095921,factual,What physiological improvements were observed in Phytolacca acinosa seedlings when the manganese to cadmium molar ratio in the solution was high?,"High manganese to cadmium molar ratios in the solution resulted in significant benefits for the seedlings, including a reduction in lipid peroxidation, decreased water loss, and an enhancement of photosynthetic activity.","Manganese/cadmium molar ratio, lipid peroxidation, photosynthesis, water-loss",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Manganese-mitigation of cadmium toxicity to seedling growth of Phytolacca acinosa Roxb. is controlled by the manganese/cadmium molar ratio under hydroponic conditions.,240
24095921,numerical,What specific concentrations of cadmium and what range of manganese to cadmium molar ratios were employed in the hydroponic experiment to evaluate cadmium toxicity?,"The experiment utilized three distinct cadmium concentrations (50, 100, and 200 μM) and tested five different manganese to cadmium molar ratios in the solution: 0, 10, 30, 50, and 60.","Cadmium, Manganese/cadmium molar ratio, hydroponic conditions",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Manganese-mitigation of cadmium toxicity to seedling growth of Phytolacca acinosa Roxb. is controlled by the manganese/cadmium molar ratio under hydroponic conditions.,240
18641085,factual,"How does a reduction in monogalactosyldiacylglycerol (MGDG) impact the thylakoid membrane's proton conductivity, and what is the subsequent effect on the activation of photoprotective mechanisms?","A deficiency in MGDG increases the proton conductivity of the thylakoid membrane under high light, which reduces the proton motive force and leads to a less acidic lumen. This condition impairs the pH-dependent activation of violaxanthin de-epoxidase and the PsbS protein, which are crucial for photoprotection.","monogalactosyldiacylglycerol, thylakoid membrane, proton motive force, violaxanthin de-epoxidase, PsbS protein",easy,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Monogalactosyldiacylglycerol deficiency in Arabidopsis affects pigment composition in the prolamellar body and impairs thylakoid membrane energization and photoprotection in leaves.,245
18641085,numerical,"After exposing the plants to intense illumination for 60 minutes, what specific changes in the composition of xanthophyll cycle pigments were observed in the mgd1-1 mutant compared to the wild type?","Following a 60-minute period of high-light exposure, the mgd1-1 mutant contained a lower amount of zeaxanthin and a greater amount of violaxanthin relative to the wild-type plants.","mgd1-1 mutant, zeaxanthin, violaxanthin, high-light exposure",medium,Lipid-related Stress Responses,7.0,Lipid-related Stress Responses,Monogalactosyldiacylglycerol deficiency in Arabidopsis affects pigment composition in the prolamellar body and impairs thylakoid membrane energization and photoprotection in leaves.,245
