phase,category,question,check,cypher_executable,generated_cypher,generation_type
Phase 2,Variable-Length Paths,Find shortest path from compound EC:1.13.11.33 to enzyme EC:1.13.11.33,,MATCH path = shortestPath((n1 {id: 'EC:1.13.11.33'})-[*..5]-(n2 {id: 'EC:1.13.11.33'})) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'EC:1.13.11.33'})-[*]-(c2:Compound {id: 'EC:1.13.11.33'})) RETURN p,Template
Phase 2,Variable-Length Paths,Get shortest connection between ortholog path:gmx00280 and pathway path:gmx00280,,MATCH path = shortestPath((n1 {id: 'path:gmx00280'})-[*..5]-(n2 {id: 'path:gmx00280'})) RETURN path,MATCH p=shortestPath((p1:Pathway {id: 'path:gmx00280'})-[*]-(p2:Pathway {id: 'path:gmx00280'})) RETURN p,Template
Phase 2,Variable-Length Paths,What's the closest path from enzyme EC:6.4.1.2 to compound EC:6.4.1.2?,,MATCH path = shortestPath((n1 {id: 'EC:6.4.1.2'})-[*..5]-(n2 {id: 'EC:6.4.1.1'})) RETURN path,MATCH p=shortestPath((c1:Compound {id: 'EC:6.4.1.2'})-[*]-(c2:Compound {id: 'EC:6.4.1.2'})) RETURN p,Template
Phase 2,Variable-Length Paths,Find minimum hops from gene ath:AT1G01040 to reaction ath:AT1G01040,,MATCH path = shortestPath((n1 {id: 'C00058'})-[*..5]-(n2 {id: 'C00062'})) RETURN path,MATCH p=shortestPath((g:Gene {id: 'ath:AT1G01040'})-[*]-(r:Reaction {id: 'ath:AT1G01040'})) RETURN p,Template
Phase 2,Variable-Length Paths,What is within 2 steps of gene ath:AT1G01050?,1.0,MATCH (n {id: 'ath:AT1G01050'})-[*1..2]-(m) RETURN DISTINCT m,MATCH (g1:Gene {id: 'ath:AT1G01050'})-[*1..2]-(g2:Gene) RETURN g2,Template
Phase 2,Variable-Length Paths,Show all entities within 2 hops of compound C00052,1.0,MATCH (n {id: 'C00052'})-[*1..2]-(m) RETURN DISTINCT m,MATCH (c:Compound {id: 'C00052'})-[*1..2]-(n) RETURN n,Template
Phase 2,Variable-Length Paths,Find everything connected within 2 steps of pathway path:gmx00061,1.0,MATCH (n {id: 'path:gmx00061'})-[*1..2]-(m) RETURN DISTINCT m,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Variable-Length Paths,Get neighbors within 2 hops of enzyme EC:2.3.1.199,1.0,MATCH (n {id: 'EC:2.3.1.199'})-[*1..2]-(m) RETURN DISTINCT m,"MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:2.3.1.199'})-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN g, r, c",Template
Phase 2,Variable-Length Paths,Which entities are 2 steps from reaction R04957?,1.0,MATCH (n {id: 'R04957'})-[*1..2]-(m) RETURN DISTINCT m,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,Template
Phase 2,Variable-Length Paths,List all nodes within 2 hops of ortholog K10246,1.0,MATCH (n {id: 'K10246'})-[*1..2]-(m) RETURN DISTINCT m,MATCH p=shortestPath((g1:Gene {id: 'K10246'})-[*]-(g2:Gene {id: 'K10246'})) RETURN p,Template
Phase 2,Variable-Length Paths,Show the metabolic cascade starting from compound C06157,1.0,MATCH path = (c:Compound {id: 'C06157'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH p = (c:Compound {id: 'C06157'})-[r:PARTICIPATES_IN|CONSUMES|PRODUCES*1..3]-(n) RETURN p LIMIT 100,Template
Phase 2,Variable-Length Paths,What happens downstream from C00024?,1.0,MATCH path = (c:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c:Compound {id: 'C00024'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,Template
Phase 2,Variable-Length Paths,Trace the pathway forward from compound C06000,1.0,MATCH path = (c:Compound {id: 'C06000'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c1:Compound {id: 'C06000'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,Template
Phase 2,Variable-Length Paths,Show metabolic flow from C00033,1.0,MATCH path = (c:Compound {id: 'C00033'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c1:Compound {id: 'C00033'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,Template
Phase 2,Variable-Length Paths,What are the downstream products of C00035?,1.0,MATCH path = (c:Compound {id: 'C00035'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c1:Compound {id: 'C00035'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,Template
Phase 2,Variable-Length Paths,Trace metabolic progression from C00037,1.0,MATCH path = (c:Compound {id: 'C00037'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path,MATCH (c1:Compound {id: 'C00037'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,Template
Phase 2,Intersection & Union Queries,Which reactions are shared between pathways path:ath00061 and path:ath00061?,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r,MATCH (p1:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'}) RETURN r,Template
Phase 2,Intersection & Union Queries,Find common reactions in glycolysis and TCA cycle,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r,MATCH (p1:Pathway {id: 'R-HSA-70326'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'R-HSA-71240'}) RETURN r,Template
Phase 2,Intersection & Union Queries,Show overlapping reactions between pathways path:ats00603 and path:ats00603,,MATCH (p1:Pathway {id: 'path:ats00603'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'2}) RETURN r,MATCH (p1:Pathway {id: 'path:ats00603'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'}) RETURN r,Template
Phase 2,Intersection & Union Queries,Get shared reactions between fatty acid biosynthesis and degradation,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r,MATCH (p1:Pathway {id: 'path:ats00061'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ats00071'}) RETURN r,Template
Phase 2,Intersection & Union Queries,Which reactions appear in both pathway path:ats00280 and path:ats00280?,,MATCH (p1:Pathway {id: 'path:ats00280'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'2}) RETURN r,MATCH (p1:Pathway {id: 'path:ats00280'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'}) RETURN r,Template
Phase 2,Intersection & Union Queries,List common reactions between pentose phosphate and glycolysis,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r,MATCH (p1:Pathway {id: 'path:map00030'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:map00010'}) RETURN r,Template
Phase 2,Intersection & Union Queries,Which genes encode the same enzyme EC:1.3.1.10?,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:1.3.1.10'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:1.3.1.10'}) RETURN g,Template
Phase 2,Intersection & Union Queries,Find genes with redundant encoding for ats:109733199,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109733199'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g1:Gene {id: 'ats:109733199'})-[:ENCODES]->(e:EC)<-[:ENCODES]-(g2:Gene) RETURN g2,Template
Phase 2,Intersection & Union Queries,Show genes that both produce enzyme ats:109761713,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109761713'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109761713'})<-[:ENCODES]-(g2:Gene) RETURN DISTINCT g2,Template
Phase 2,Intersection & Union Queries,Get genes with overlapping function for ath:AT1G54220,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT1G54220'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g1:Gene {id: 'ath:AT1G54220'})-[:ENCODES]->(e:EC)<-[:ENCODES]-(g2:Gene) RETURN g2,Template
Phase 2,Intersection & Union Queries,Which genes share enzyme EC:4.2.1.59?,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'})<-[:ENCODES]-(g2:Gene) RETURN DISTINCT g2,Template
Phase 2,Intersection & Union Queries,List genes encoding the same ath:AT2G06990,,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT2G06990'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2",MATCH (g1:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(e:EC)<-[:ENCODES]-(g2:Gene) RETURN g2,Template
Phase 2,Intersection & Union Queries,Which compounds are used in multiple pathways?,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Intersection & Union Queries,Find metabolites shared across pathways,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (p1:Pathway)-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway)WHERE p1 <> p2MATCH (r)-[:CONSUMES|PRODUCES]-(m:Metabolite)RETURN DISTINCT m,Template
Phase 2,Intersection & Union Queries,Show compounds with broad pathway involvement,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Intersection & Union Queries,Get hub metabolites in the network,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Intersection & Union Queries,Which compounds connect different pathways?,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Intersection & Union Queries,List compounds appearing in multiple metabolic routes,,"MATCH (p:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES|SUBSTRATE_OF]-(c:Compound) WITH c, count(DISTINCT p) as pathwayCount WHERE pathwayCount > 1 RETURN c, pathwayCount","MATCH p = (c_start:Compound)-[:CONSUMES|PRODUCES*2..6]-(c_end:Compound)
WITH p
UNWIND nodes(p) AS node
WHERE node:Compound
WITH node AS compound, count(DISTINCT p) AS num_routes
WHERE num_routes > 1
RETURN compound",Template
Phase 2,Intersection & Union Queries,Which reactions use the same substrates?,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (r1:Reaction)-[:HAS_SUBSTRATE]->(s:Compound) MATCH (r2:Reaction)-[:HAS_SUBSTRATE]->(s:Compound) WHERE id(r1) < id(r2) RETURN r1, r2",Template
Phase 2,Intersection & Union Queries,Find competing reactions for substrates,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2",MATCH (c:Compound {id: 'EC:2.7.7.14'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,Template
Phase 2,Intersection & Union Queries,Show reactions with overlapping substrate requirements,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2",MATCH (r1:Reaction)-[:CONSUMES]->(s:Compound {id: 'C00013'})<-[:CONSUMES]-(r2:Reaction) WHERE r1 <> r2 RETURN DISTINCT r1 AS r,Template
Phase 2,Intersection & Union Queries,Get reactions that share input compounds,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (c:Compound)<-[:CONSUMES]-(r1:Reaction) MATCH (c)<-[:CONSUMES]-(r2:Reaction) WHERE r1 <> r2 RETURN r1, r2",Template
Phase 2,Intersection & Union Queries,Which reactions compete for the same metabolites?,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2",MATCH (c:Compound {id: 'C00019'})-[:SUBSTRATE_OF]-(r:Reaction) RETURN r,Template
Phase 2,Intersection & Union Queries,List reaction R03777 pairs with common substrates,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (r1:Reaction {id: 'R03777'})-[:CONSUMES]->(s:Compound)<-[:CONSUMES]-(r2:Reaction) WHERE r1 <> r2 RETURN DISTINCT r1.id, r2.id",Template
Phase 2,Comparative & Set Operations,Which reactions are unique to pathway path:ath00280?,,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00280'1 RETURN r,MATCH (p1:Pathway {id: 'path:ath00280'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ath00280'}) RETURN r,Template
Phase 2,Comparative & Set Operations,Find reactions exclusive to ath00280,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00010'1 RETURN r,MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS { MATCH (p2:Pathway)-[:CONTAINS]->(r) WHERE p2.id <> 'ath00280' } RETURN r,Template
Phase 2,Comparative & Set Operations,Show reactions only in pathway path:gmx00603,,MATCH (p1:Pathway {id: 'path:gmx00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:gmx00603'1 RETURN r,MATCH (p:Pathway {id: 'path:gmx00603'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Comparative & Set Operations,Get reactions specific to TCA cycle,,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00020'1 RETURN r,MATCH (p:Pathway {id: 'path:map00020'})-[:CONTAINS]-(r:Reaction) RETURN r,Template
Phase 2,Comparative & Set Operations,Which reactions appear only in pathway path:ath00603?,,MATCH (p1:Pathway {id: 'path:ath00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00603'1 RETURN r,MATCH (p_target:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS { MATCH (other_p:Pathway)-[:CONTAINS]->(r) WHERE other_p <> p_target } RETURN r,Template
Phase 2,Comparative & Set Operations,List reactions exclusive to fatty acid biosynthesis,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00061'1 RETURN r,MATCH (p:Pathway {id: 'path:ats00061'})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS { MATCH (p2:Pathway)-[:CONTAINS]->(r) WHERE p2 <> p } RETURN r,Template
Phase 2,Comparative & Set Operations,"Which compounds are only produced, never consumed?",1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (c:Compound)
WHERE EXISTS { (c)<-[:PRODUCES]-(:Reaction) }
AND NOT EXISTS { (c)<-[:CONSUMES]-(:Reaction) }
RETURN c",Template
Phase 2,Comparative & Set Operations,Find terminal metabolic products,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (p:Pathway {id: 'path:map01100'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,Comparative & Set Operations,Show end products in the network,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (r:Reaction {id: 'EC:2.7.7.14'})-[:PRODUCES]-(c:Compound) RETURN c,Template
Phase 2,Comparative & Set Operations,Get compounds that are dead-end products,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (c1:Compound {id: 'EC:2.7.7.14'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,Template
Phase 2,Comparative & Set Operations,Which compounds have no downstream reactions?,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,Template
Phase 2,Comparative & Set Operations,List final output compounds,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (p:Pathway {id: '{PATHWAY_ID}'})-[:CONTAINS]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,Comparative & Set Operations,"Which compounds are only consumed, never produced?",1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (c:Compound) WHERE NOT (c)<-[:PRODUCES]-() AND EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,Template
Phase 2,Comparative & Set Operations,Find starting materials in metabolism,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (p:Pathway {id: 'Metabolism'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,Comparative & Set Operations,Show input-only compounds,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (p:Pathway {id: 'input-only compounds'})-[:CONTAINS]-(r:Reaction)-[:SUBSTRATE_OF]-(c:Compound) RETURN DISTINCT c,Template
Phase 2,Comparative & Set Operations,Get compounds that must come from outside,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,"MATCH (p_ec:Pathway)-[:CONTAINS]->(:Reaction {id: 'EC:2.7.7.14'})
WITH p_ec.id AS pathway_id
MATCH (p1:Pathway {id: pathway_id})-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c",Template
Phase 2,Comparative & Set Operations,Which compounds have no production pathway?,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (r:Reaction) WHERE NOT (r)-[:PRODUCES]-() RETURN r,Template
Phase 2,Comparative & Set Operations,List external input requirements,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,REACTION_ID,Template
Phase 2,Comparative & Set Operations,Which enzymes catalyze multiple reactions?,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (p:Pathway)-[r:CONTAINS]-(rxn:Reaction) WITH p, count(r) as cnt WHERE cnt > 10 RETURN p",Template
Phase 2,Comparative & Set Operations,Find promiscuous enzymes,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions",MATCH (n:EC {id: 'promiscuous'}) RETURN n,Template
Phase 2,Comparative & Set Operations,Show enzymes with broad substrate specificity,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions",MATCH (n:EC {id: 'EC:5.3.3.8'}) RETURN n,Template
Phase 2,Comparative & Set Operations,Get multi-functional enzymes,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions",MATCH (n:EC {id: 'EC:2.7.7.14'}) RETURN n,Template
Phase 2,Comparative & Set Operations,Which EC numbers have multiple activities?,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(DISTINCT r) AS num_activities
WHERE num_activities > 1
RETURN e.id",Template
Phase 2,Comparative & Set Operations,List enzymes with diverse catalytic roles,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions",MATCH (n:EC) RETURN n LIMIT 50,Template
Phase 2,Connectivity & Network Analysis,Which compounds are central metabolites?,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC",MATCH (n:Compound) WHERE n.is_central_metabolite = true RETURN properties(n),Template
Phase 2,Connectivity & Network Analysis,Find hub compounds in the network,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC",MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN DISTINCT c,Template
Phase 2,Connectivity & Network Analysis,Show compounds with most connections,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (n:Compound) RETURN properties(n), size((n)--()) AS connectionCount ORDER BY connectionCount DESC LIMIT 10",Template
Phase 2,Connectivity & Network Analysis,Get key metabolic intermediates,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC",MATCH (n:Compound {id: ''}) RETURN n,Template
Phase 2,Connectivity & Network Analysis,Which compounds have highest degree?,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (p:Pathway)-[r:CONTAINS]-(rxn:Reaction) RETURN p.id, count(r) AS cnt ORDER BY cnt DESC LIMIT 10",Template
Phase 2,Connectivity & Network Analysis,List most connected metabolites,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN c, count(*) AS connection_count ORDER BY connection_count DESC",Template
Phase 2,Connectivity & Network Analysis,Which pathways are isolated?,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH (p:Pathway)
WHERE NOT EXISTS {
  (p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)
  MATCH (p2:Pathway)-[:CONTAINS]->(:Reaction)-[:SUBSTRATE_OF]->(c)
  WHERE p <> p2
}
AND NOT EXISTS {
  (p)-[:CONTAINS]->(:Reaction)-[:SUBSTRATE_OF]->(c:Compound)
  MATCH (p2:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c)
  WHERE p <> p2
}
RETURN p",Template
