phase,category,question,generated_cypher,answer,if_correct
Phase 2,Variable-Length Paths,Which entities are 2 steps from reaction R04957?,"MATCH (r:Reaction {id:'R04957'})-[:PRODUCES|SUBSTRATE_OF|CATALYZES|CONTAINS|MEMBER_OF|ENCODES|BELONGS_TO|HAS_ENZYME_FUNCTION*2]-(x)
WHERE x <> r
RETURN DISTINCT x;","['R04741', 'path:ats01212_354', 'path:ats01212_345', 'path:ats01212_336', 'path:ats01212_251', 'path:ats01212_243', 'path:ats01212_225', 'path:ats01212_215', 'path:ats01212_199', 'path:ats01212_183']",1
Phase 2,Variable-Length Paths,List all nodes within 2 hops of ortholog K10246,"MATCH (o:Ortholog {id:'K10246'})-[:MEMBER_OF|ENCODES|BELONGS_TO|CATALYZES|HAS_ENZYME_FUNCTION|PRODUCES|SUBSTRATE_OF|CONTAINS*1..2]-(n)
RETURN DISTINCT n;","['R07762', 'R10825', 'path:ats01040_280', 'path:ats01212_336', 'path:ats01212_251', 'path:ats01212_243', 'path:ats01212_225', 'path:ats01212_102', 'path:ats01212_93', 'path:ats01212_84']",1
Phase 2,Variable-Length Paths,Show the metabolic cascade starting from compound C06157,"MATCH path = (c:Compound {id:'C06157'})-[:SUBSTRATE_OF]->(r1:Reaction)-[:PRODUCES]->(c1:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)-[:PRODUCES]->(c2:Compound)-[:SUBSTRATE_OF]->(r3:Reaction)-[:PRODUCES]->(c3:Compound)
RETURN path;",I don't know the answer.,1
Phase 2,Variable-Length Paths,What happens downstream from C00024?,"MATCH (c:Compound {id:'C00024'})<-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]->(p:Compound)
RETURN r.name AS reactionName, r.equation AS reactionEquation, p.name AS productName, p.id AS productId;",I don't know the answer.,1
Phase 2,Variable-Length Paths,Trace the pathway forward from compound C06000,"MATCH path = (c:Compound {id:'C06000'})-[:PRODUCES]->(r:Reaction)-[:PRODUCES]->(c2:Compound)
RETURN path;",I don't know the answer.,1
Phase 2,Variable-Length Paths,Show metabolic flow from C00033,"MATCH (c:Compound {id: 'C00033'})<-[:PRODUCES]-(r:Reaction)-[:PRODUCES]->(c2:Compound)
RETURN c, r, c2;","['C00033', 'C00033']",1
Phase 2,Variable-Length Paths,What are the downstream products of C00035?,"MATCH (c:Compound {id: 'C00035'})<-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]->(p:Compound)
RETURN p.id, p.name, p.formula;",I don't know the answer.,1
Phase 2,Variable-Length Paths,Trace metabolic progression from C00037,MATCH p = (c:Compound {id:'C00037'})<-[:PRODUCES]-(r:Reaction)-[:PRODUCES*]->(c2:Compound) RETURN p;,I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which reactions are shared between pathways path:ath00061 and path:ath00061?,"MATCH (p1:Pathway {id:'ath00061'}), (p2:Pathway {id:'ath00061'}), (p1)-[:CONTAINS]->(r:Reaction), (p2)-[:CONTAINS]->(r)
RETURN DISTINCT r;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Find common reactions in glycolysis and TCA cycle,"MATCH (p1:Pathway {title: ""glycolysis""})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {title: ""TCA cycle""})
RETURN DISTINCT r.id AS reactionId, r.name AS reactionName;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Show overlapping reactions between pathways path:ats00603 and path:ats00603,"MATCH (p1:Pathway {id:'path:ats00603'})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id:'path:ats00603'})
RETURN DISTINCT r;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Get shared reactions between fatty acid biosynthesis and degradation,"MATCH (p1:Pathway)-[:CONTAINS]->(r:Reaction), (p2:Pathway)-[:CONTAINS]->(r)
WHERE p1.title CONTAINS 'fatty acid biosynthesis'
  AND p2.title CONTAINS 'fatty acid degradation'
RETURN DISTINCT r.id, r.name, r.equation;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which reactions appear in both pathway path:ats00280 and path:ats00280?,"MATCH (p1:Pathway {id:""path:ats00280""})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id:""path:ats00280""})
RETURN DISTINCT r.name;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,List common reactions between pentose phosphate and glycolysis,"MATCH (p1:Pathway)-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway)
WHERE toLower(p1.title) CONTAINS 'pentose phosphate'
  AND toLower(p2.title) CONTAINS 'glycolysis'
RETURN DISTINCT r.id AS reactionId, r.name AS reactionName;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which genes encode the same enzyme EC:1.3.1.10?,"MATCH (g:Gene)-[:ENCODES]->(e:EC {id: '1.3.1.10'})
RETURN g.id AS geneId, g.name AS geneName, g.symbol AS geneSymbol;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Find genes with redundant encoding for ats:109733199,"MATCH (g1:Gene {id: 'ats:109733199'})-[:ENCODES]->(ec:EC)<-[:ENCODES]-(g2:Gene)
WHERE g2.id <> g1.id
RETURN g2.id AS geneId, g2.name AS geneName, ec.id AS ecId, ec.name AS ecName;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Show genes that both produce enzyme ats:109761713,"MATCH (g:Gene)-[:ENCODES]->(e:EC {id:""ats:109761713""})
RETURN g;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Get genes with overlapping function for ath:AT1G54220,"MATCH (g:Gene {id:""ath:AT1G54220""})-[:MEMBER_OF]->(fu:FunctionalUnit)<-[:MEMBER_OF]-(o:Gene)
WHERE o.id <> g.id
RETURN o.id, o.name, o.symbol;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which genes share enzyme EC:4.2.1.59?,"MATCH (g:Gene)-[:ENCODES]->(e:EC {id:'4.2.1.59'})
RETURN g.id, g.name, g.symbol, g.position, g.link, g.species;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,List genes encoding the same ath:AT2G06990,"MATCH (g1:Gene {id: 'ath:AT2G06990'})-[:ENCODES]->(ec:EC)
MATCH (g2:Gene)-[:ENCODES]->(ec)
WHERE g2.id <> g1.id
RETURN DISTINCT g2.id AS geneId, g2.name AS geneName, g2.symbol AS geneSymbol;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which compounds are used in multiple pathways?,,Exception: CypherSyntaxError,1
Phase 2,Intersection & Union Queries,Find metabolites shared across pathways,,Exception: CypherSyntaxError,1
Phase 2,Intersection & Union Queries,Show compounds with broad pathway involvement,,Exception: CypherSyntaxError,1
Phase 2,Intersection & Union Queries,Get hub metabolites in the network,"MATCH (c:Compound)-[:PRODUCES|SUBSTRATE_OF]-(r:Reaction)
WITH c, count(DISTINCT r) AS reactionCount
RETURN c.id AS compoundId, c.name AS compoundName, reactionCount
ORDER BY reactionCount DESC;","H₂O, H⁺, CoA, NADP⁺, NADPH, and Oxygen are the hub metabolites in the network.",1
Phase 2,Intersection & Union Queries,Which compounds connect different pathways?,"MATCH (c:Compound)-[:PRODUCES|SUBSTRATE_OF]-(r:Reaction)-[:CONTAINS]->(p:Pathway)
WITH c, collect(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c, pathways;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,List compounds appearing in multiple metabolic routes,"MATCH (c:Compound)-[:PRODUCES|SUBSTRATE_OF]->(r:Reaction)<-[:CONTAINS]-(p:Pathway)
WITH c, collect(DISTINCT p.id) AS pathwayIds
WHERE size(pathwayIds) > 1
RETURN c.id AS compoundId, c.name AS compoundName, pathwayIds, size(pathwayIds) AS pathwayCount;","H2O, Ethanolamine phosphate, Choline phosphate, Teasterone, 6-Deoxoteasterone, Dodecanoyl‑[acyl‑carrier protein], Hexadecenoyl‑[acyl‑carrier protein], Decanoyl‑[acp], Octanoyl‑[acp], H+",1
Phase 2,Intersection & Union Queries,Which reactions use the same substrates?,"MATCH (r1:Reaction)-[:SUBSTRATE_OF]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)
WHERE id(r1) < id(r2)
RETURN r1.name AS reaction1, r2.name AS reaction2, collect(c.name) AS sharedSubstrates;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Find competing reactions for substrates,"MATCH (r1:Reaction)-[:SUBSTRATE_OF]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)
WHERE id(r1) < id(r2)
RETURN r1, r2, c;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Show reactions with overlapping substrate requirements,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r1:Reaction),
      (c)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE r1.id <> r2.id AND r1.id < r2.id
RETURN r1.id AS reaction1_id, r1.name AS reaction1_name,
       r2.id AS reaction2_id, r2.name AS reaction2_name,
       c.id AS substrate_id, c.name AS substrate_name
ORDER BY reaction1_id, reaction2_id;","The following reactions all require the same substrate, Acetyl‑CoA (C00024):

- **R00238** – acetyl‑CoA:acetyl‑CoA C‑acetyltransferase  
- **R00742** – acetyl‑CoA:carbon‑dioxide ligase (ADP‑forming)  
- **R00927** – acetyl‑CoA:propanoyl‑CoA 2‑C‑acetyltransferase  
- **R01177** – butanoyl‑CoA:acetyl‑CoA C‑butanoyltransferase  
- **R03437** – acetyl‑CoA:1‑alkyl‑sn‑glycero‑3‑phosphocholine 2‑O‑acetyltransferase  
- **R03778** – octanoyl‑CoA:acetyl‑CoA C‑acyltransferase  
- **R03858** – lauroyl‑CoA:acetyl‑CoA C‑acyltransferase  
- **R03991** – myristoyl‑CoA:acetyl‑CoA C‑myristoyltransferase  
- **R04742** – decanoyl‑CoA:acetyl‑CoA C‑acyltransferase  
- **R04747** – hexanoyl‑CoA:acetyl‑CoA C‑acyltransferase  
- **R07891** – (reaction2 name not provided) but shares the same substrate

All of these reactions overlap in their requirement for Acetyl‑CoA.",1
Phase 2,Intersection & Union Queries,Get reactions that share input compounds,"MATCH (r1:Reaction)-[:SUBSTRATE_OF]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)
WHERE id(r1) <> id(r2)
RETURN DISTINCT r1, r2, c;",I don't know the answer.,1
Phase 2,Intersection & Union Queries,Which reactions compete for the same metabolites?,"MATCH (r1:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c:Compound)<-[:PRODUCES|SUBSTRATE_OF]-(r2:Reaction)
WHERE id(r1) < id(r2)
RETURN r1.name AS reaction1, r2.name AS reaction2, c.name AS sharedMetabolite;",phosphoethanolamine phosphohydrolase and phosphocholine phosphohydrolase compete for Orthophosphate; dodecanoyl‑[acyl‑carrier‑protein] hydrolase and hexadecenoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein; hexadecenoyl‑[acyl‑carrier protein] hydrolase and decanoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein; dodecanoyl‑[acyl‑carrier‑protein] hydrolase and decanoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein; decanoyl‑[acyl‑carrier protein] hydrolase and octanoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein; hexadecenoyl‑[acyl‑carrier protein] hydrolase and octanoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein; dodecanoyl‑[acyl‑carrier‑protein] hydrolase and octanoyl‑[acyl‑carrier protein] hydrolase compete for Acyl‑carrier protein.,1
Phase 2,Intersection & Union Queries,List reaction R03777 pairs with common substrates,"MATCH (r1:Reaction {id: 'R03777'})<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction)
WHERE r1 <> r2
RETURN r1.id AS reaction1, r2.id AS reaction2, collect(c.id) AS commonSubstrates
ORDER BY r2.id;","R03777 pairs with R00848 (C00016), R01175 (C00016), R01279 (C00016), R03776 (C01944), R03778 (C01944), R03857 (C00016), R03990 (C00016), R04095 (C00016), R04751 (C00016), R04754 (C00016).",1
Phase 2,Comparative & Set Operations,Which reactions are unique to pathway path:ath00280?,"MATCH (p:Pathway {id: 'path:ath00280'})-[:CONTAINS]->(r:Reaction)
WHERE NOT EXISTS {
  MATCH (other:Pathway)-[:CONTAINS]->(r)
  WHERE other <> p
}
RETURN r;",I don't know the answer.,1
Phase 2,Comparative & Set Operations,Find reactions exclusive to ath00280,,Exception: CypherSyntaxError,1
Phase 2,Comparative & Set Operations,Show reactions only in pathway path:gmx00603,"MATCH (p:Pathway {id:'path:gmx00603'})-[:CONTAINS]->(r:Reaction)
RETURN r;","['R11377', 'R11376', 'R05961', 'R05963', 'R05960']",1
Phase 2,Comparative & Set Operations,Get reactions specific to TCA cycle,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)
WHERE p.title CONTAINS ""TCA cycle""
RETURN r;",I don't know the answer.,1
Phase 2,Comparative & Set Operations,Which reactions appear only in pathway path:ath00603?,"MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS]->(r:Reaction)
WHERE NOT EXISTS { MATCH (r)-[:CONTAINS]->(p2:Pathway) WHERE p2.id <> 'path:ath00603' }
RETURN r.id, r.name;","I’m sorry, but I don’t have that information.",1
Phase 2,Comparative & Set Operations,List reactions exclusive to fatty acid biosynthesis,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)
WHERE p.title CONTAINS 'fatty acid biosynthesis'
  AND NOT EXISTS {
    MATCH (other:Pathway)-[:CONTAINS]->(r)
    WHERE other <> p
  }
RETURN r.name AS reactionName, r.equation AS equation;",I don't know the answer.,1
Phase 2,Comparative & Set Operations,"Which compounds are only produced, never consumed?","MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN c;","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00139', 'C00139', 'C00139', 'C00011', 'C00011']",1
Phase 2,Comparative & Set Operations,Find terminal metabolic products,"MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]-()
RETURN c;","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00139', 'C00139', 'C00139', 'C00011', 'C00011']",1
Phase 2,Comparative & Set Operations,Show end products in the network,"MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN DISTINCT c;","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00011', 'C01530', 'C00712', 'C06424', 'C05762']",1
Phase 2,Comparative & Set Operations,Get compounds that are dead-end products,"MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)
WHERE NOT (c)-[:SUBSTRATE_OF]->()
RETURN DISTINCT c","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00011', 'C01530', 'C00712', 'C06424', 'C05762']",1
Phase 2,Comparative & Set Operations,Which compounds have no downstream reactions?,"MATCH (c:Compound)
WHERE NOT (c)<-[:SUBSTRATE_OF]-()
RETURN c.id, c.name, c.formula;",I don’t know the answer.,1
Phase 2,Comparative & Set Operations,List final output compounds,"MATCH (c:Compound)<-[:PRODUCES]-(r:Reaction)
WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->(:Reaction))
RETURN c;","['C02679', 'C08362', 'C01571', 'C06423', 'C00139', 'C00139', 'C00139', 'C00139', 'C00011', 'C00011']",1
Phase 2,Comparative & Set Operations,"Which compounds are only consumed, never produced?","MATCH (c:Compound)<-[:SUBSTRATE_OF]-(:Reaction)
WHERE NOT (c)-[:PRODUCES]->(:Reaction)
RETURN c.name AS compound, c.id AS id;",I don't know the answer.,1
Phase 2,Comparative & Set Operations,Find starting materials in metabolism,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
WHERE NOT EXISTS((c)<-[:PRODUCES]-(:Reaction))
RETURN c;","['C05223', 'C05223', 'C05223', 'C05223', 'C05755', 'C05755', 'C05755', 'C05755', 'C05752', 'C05752']",1
Phase 2,Comparative & Set Operations,Show input-only compounds,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(:Reaction)
WHERE NOT (c)-[:PRODUCES]->(:Reaction)
RETURN c;","['C05223', 'C05223', 'C05223', 'C05223', 'C00001', 'C00001', 'C00001', 'C00001', 'C00001', 'C00001']",1
Phase 2,Comparative & Set Operations,Get compounds that must come from outside,"MATCH (c:Compound)
WHERE NOT (c)<-[:PRODUCES]-()
RETURN c;","['C05223', 'C05755', 'C05752', 'C00138', 'C00007', 'C05764', 'C05761', 'C05749', 'C05745', 'C04633']",1
Phase 2,Comparative & Set Operations,Which compounds have no production pathway?,"MATCH (c:Compound)
OPTIONAL MATCH (c)<-[:PRODUCES]-(r:Reaction)-[:CONTAINS]->(p:Pathway)
WHERE p IS NULL
RETURN c.id AS compoundId, c.name AS compoundName;","I’m sorry, but I don’t have that information.",1
Phase 2,Comparative & Set Operations,List external input requirements,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)
RETURN DISTINCT c.name AS compoundName, c.id AS compoundId;","H2O, Ethanolamine phosphate, Choline phosphate, Teasterone, 6-Deoxoteasterone, Dodecanoyl‑[acyl‑carrier protein], Hexadecenoyl‑[acyl‑carrier protein], Decanoyl‑[acp], Octanoyl‑[acp], H+",1
Phase 2,Comparative & Set Operations,Which enzymes catalyze multiple reactions?,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, collect(r) AS reactions
WHERE size(reactions) > 1
RETURN e.id, e.name, size(reactions) AS reactionCount;","EC:3.1.3.75 – phosphoethanolamine/phosphocholine phosphatase  
EC:3.1.2.14 – oleoyl‑[acyl‑carrier‑protein] hydrolase  
EC:3.1.2.21 – dodecanoyl‑[acyl‑carrier‑protein] hydrolase  
EC:1.14.19.2 – stearoyl‑[acyl‑carrier‑protein] 9‑desaturase  
EC:1.3.1.9 – enoyl‑[acyl‑carrier‑protein] reductase (NADH)  
EC:1.3.1.- – (enzyme with unknown name)  
EC:2.3.1.- – (enzyme with unknown name)  
EC:4.2.1.- – (enzyme with unknown name)  
EC:2.3.1.41 – beta‑ketoacyl‑[acyl‑carrier‑protein] synthase I  
EC:2.3.1.179 – beta‑ketoacyl‑[acyl‑carrier‑protein] synthase II",1
Phase 2,Comparative & Set Operations,Find promiscuous enzymes,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(r) AS reactionCount
WHERE reactionCount > 1
RETURN e.id AS ecId, e.name AS ecName, reactionCount;","EC:2.3.1.-, EC:1.3.1.-, EC:4.2.1.- are the enzymes with the highest reaction counts and are likely to be promiscuous.",1
Phase 2,Comparative & Set Operations,Show enzymes with broad substrate specificity,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)
WITH e, count(DISTINCT c.id) AS substrateCount
WHERE substrateCount > 1
RETURN e.id, e.name, substrateCount
ORDER BY substrateCount DESC","EC:2.3.1.-, EC:2.3.1.85 fatty‑acid synthase system, EC:2.3.1.86 fatty‑acyl‑CoA synthase system, EC:1.3.1.-, EC:1.3.3.6 acyl‑CoA oxidase.",1
Phase 2,Comparative & Set Operations,Get multi-functional enzymes,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, collect(r) AS reactions
WHERE size(reactions) > 1
RETURN e, reactions;","['EC:3.1.3.75', 'EC:3.1.2.14', 'EC:3.1.2.21', 'EC:1.14.19.2', 'EC:1.3.1.9', 'EC:1.3.1.-', 'EC:2.3.1.-', 'EC:4.2.1.-', 'EC:2.3.1.41', 'EC:2.3.1.179']",1
Phase 2,Comparative & Set Operations,Which EC numbers have multiple activities?,"MATCH (ec:EC)-[:CATALYZES]->(r:Reaction)
WITH ec, count(r) AS reactionCount
WHERE reactionCount > 1
RETURN ec.id AS ECNumber, reactionCount;","EC:3.1.3.75, EC:3.1.2.14, EC:3.1.2.21, EC:1.14.19.2, EC:1.3.1.9, EC:1.3.1.-, EC:2.3.1.-, EC:4.2.1.-, EC:2.3.1.41, EC:2.3.1.179 have multiple activities.",1
Phase 2,Comparative & Set Operations,List enzymes with diverse catalytic roles,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction)
WITH e, count(r) AS reactionCount
WHERE reactionCount > 1
RETURN e.id AS EC_ID, e.name AS EC_Name, reactionCount
ORDER BY reactionCount DESC;","EC:2.3.1.-, EC:1.3.1.-",1
Phase 2,Connectivity & Network Analysis,Which compounds are central metabolites?,,Exception: CypherSyntaxError,1
Phase 2,Connectivity & Network Analysis,Find hub compounds in the network,"MATCH (c:Compound)-[:PRODUCES|SUBSTRATE_OF]->(r:Reaction)
WITH c, count(DISTINCT r) AS reactionCount
RETURN c.id, c.name, reactionCount
ORDER BY reactionCount DESC
LIMIT 10","H2O, Oxygen, NADP+, NAD+, H+, ATP, Acyl‑CoA, Acetyl‑CoA, [Reduced NADPH—hemoprotein reductase], NADPH.",1
Phase 2,Connectivity & Network Analysis,Show compounds with most connections,,Exception: CypherSyntaxError,1
Phase 2,Connectivity & Network Analysis,Get key metabolic intermediates,"MATCH (c:Compound)-[:PRODUCES]->(r1:Reaction), (c)-[:SUBSTRATE_OF]->(r2:Reaction)
RETURN c.id AS compoundId, c.name AS compoundName, c.formula AS formula, c.exact_mass AS exactMass,
       collect(DISTINCT r1.id) AS producedBy, collect(DISTINCT r2.id) AS consumedBy;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Which compounds have highest degree?,,Exception: CypherSyntaxError,1
Phase 2,Connectivity & Network Analysis,List most connected metabolites,"MATCH (c:Compound)
OPTIONAL MATCH (c)-[:SUBSTRATE_OF]->(r1:Reaction)
OPTIONAL MATCH (c)<-[:PRODUCES]-(r2:Reaction)
WITH c, count(DISTINCT r1) + count(DISTINCT r2) AS reactionCount
ORDER BY reactionCount DESC
RETURN c.id AS compoundId, c.name AS compoundName, c.formula AS formula, reactionCount;","H2O, H+, CoA",1
Phase 2,Connectivity & Network Analysis,Which pathways are isolated?,"MATCH (p:Pathway)
WHERE NOT (p)-[:CONTAINS]->()
RETURN p.id, p.title;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Find pathways with no connections to others,"MATCH (p:Pathway)
WHERE NOT EXISTS {
  MATCH (p)-[:CONTAINS]->(r)
  MATCH (q:Pathway)-[:CONTAINS]->(r)
  WHERE q <> p
}
AND NOT EXISTS {
  MATCH (p)-[:CONTAINS]->(fu:FunctionalUnit)
  MATCH (q:Pathway)-[:CONTAINS]->(fu)
  WHERE q <> p
}
AND NOT EXISTS {
  MATCH (p)-[:CONTAINS]->(ec:EC)
  MATCH (q:Pathway)-[:CONTAINS]->(ec)
  WHERE q <> p
}
RETURN p;","['path:ats00511', 'path:ats03018', 'path:gmx00511', 'path:gmx03018', 'path:ath00511', 'path:ath03018', 'path:csat00511', 'path:csat03018']",1
Phase 2,Connectivity & Network Analysis,Get pathways without metabolic crosstalk,,Exception: CypherSyntaxError,1
Phase 2,Connectivity & Network Analysis,List disconnected pathways,"MATCH (p:Pathway)
WHERE NOT EXISTS((p)-[:CONTAINS]->())
RETURN p.id, p.title, p.link, p.species, p.source, p.image;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,How are pathways connected through compounds?,"MATCH (p1:Pathway)-[:CONTAINS]->(r1:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c:Compound)<-[:PRODUCES|SUBSTRATE_OF]-(r2:Reaction)-[:CONTAINS]->(p2:Pathway)
WHERE p1 <> p2
RETURN DISTINCT p1.id AS pathway1_id, p1.title AS pathway1_title,
                p2.id AS pathway2_id, p2.title AS pathway2_title,
                c.id AS compound_id, c.name AS compound_name
ORDER BY p1.id, p2.id, c.id;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Find compounds linking different pathways,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c:Compound)
WITH c, collect(DISTINCT p) AS pathways
WHERE size(pathways) > 1
RETURN c, pathways;","['C00009', 'C00189', 'C00114', 'C15792', 'C15800', 'C02679', 'C00229', 'C08362', 'C01571', 'C06423']",1
Phase 2,Connectivity & Network Analysis,Show metabolic pathway path:gmx01040 connections,"MATCH (p:Pathway {id:'path:gmx01040'})-[:CONTAINS]->(n)
OPTIONAL MATCH (n)-[r]->(m)
RETURN p, n, r, m;","['path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040', 'path:gmx01040']",1
Phase 2,Connectivity & Network Analysis,Get compounds that bridge pathways,"MATCH (c:Compound)-[:PRODUCES|:SUBSTRATE_OF]->(r:Reaction)
MATCH (p:Pathway)-[:CONTAINS]->(r)
WITH c, collect(DISTINCT p) AS ps
WHERE size(ps) > 1
RETURN c;","['C00001', 'C00346', 'C00588', 'C15791', 'C15799', 'C05223', 'C16520', 'C05755', 'C05752', 'C00080']",1
Phase 2,Connectivity & Network Analysis,Which compounds connect pathway path:ath00280 to others?,"MATCH (p:Pathway {id:""path:ath00280""})-[:CONTAINS]->(r1:Reaction)
MATCH (r1)-[:PRODUCES|SUBSTRATE_OF]->(c:Compound)
MATCH (p2:Pathway)-[:CONTAINS]->(r2:Reaction)-[:PRODUCES|SUBSTRATE_OF]->(c)
WHERE p2.id <> ""path:ath00280""
RETURN DISTINCT c;","['C00001', 'C00080', 'C00004', 'C00013', 'C00020', 'C00011', 'C00010', 'C00009', 'C00008', 'C01352']",1
Phase 2,Connectivity & Network Analysis,List inter-pathway path:gmx00603 metabolite exchanges,"MATCH (p1:Pathway {id:""gmx00603""})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound),
      (p2:Pathway)-[:CONTAINS]->(r2:Reaction)-[:SUBSTRATE_OF]->(c)
WHERE p1 <> p2
RETURN c.name AS metabolite, p2.id AS otherPathway, collect(DISTINCT r1.id) AS producedBy, collect(DISTINCT r2.id) AS consumedBy;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Show sequential reactions in pathway path:ath00603,"MATCH (p:Pathway {id:""ath00603""})-[:CONTAINS]->(r1:Reaction)-[:PRODUCES]->(c:Compound)<-[:SUBSTRATE_OF]-(r2:Reaction)
WHERE (p)-[:CONTAINS]->(r2)
RETURN r1, r2
ORDER BY r1.id, r2.id",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Find reaction R00200 chains in glycolysis,"MATCH (p:Pathway {title: ""glycolysis""})-[:CONTAINS]->(r:Reaction {id: ""R00200""})
MATCH path = (r)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF*]->(r2:Reaction)
WHERE (p)-[:CONTAINS]->(r2)
RETURN DISTINCT r2, path;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Get ordered reactions in pathway path:ats01040,"MATCH (p:Pathway {id:""path:ats01040""})-[:CONTAINS]->(r:Reaction)
RETURN r
ORDER BY r.id;","['R01274', 'R08174', 'R08175', 'R08176', 'R08177', 'R08178', 'R08179', 'R08180', 'R08181', 'R08182']",1
Phase 2,Connectivity & Network Analysis,Show reaction R07764 sequences in TCA cycle,"MATCH (p:Pathway)-[:CONTAINS]->(r:Reaction {id:""R07764""})
WHERE p.title CONTAINS ""TCA cycle""
MATCH (r)-[:CATALYZES]->(ec:EC)
MATCH (g:Gene)-[:ENCODES]->(ec)
RETURN g.id AS geneId, g.name AS geneName, g.symbol AS geneSymbol;",I don't know the answer.,1
Phase 2,Connectivity & Network Analysis,Map reaction flow in pathway path:gmx00280,,I don't know the answer.,1
