phase,category,question,check,cypher_executable,generated_cypher,QAChain,QAChain_Answer
Phase 2,Intersection & Union Queries,Find competing reactions for substrates,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
RETURN r.id AS reaction_id, r.name AS reaction_name, 
       r.equation AS equation","
MATCH (c1:Compound {id: 'substrate_id'})-[:SUBSTRATE_OF*1..3]-(r:Reaction)<-[:CATALYZES]-(:EC)-[:ENCODES]->(g:Gene)
WHERE c1.id = 'substrate_id'
RETURN r.name, g.symbol
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Show reactions with overlapping substrate requirements,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (c:Compound {id: $entity_id})-[:SUBSTRATE_OF|PRODUCES]-(r:Reaction)
RETURN DISTINCT r.id AS reaction_id, r.name AS reaction_name,
       CASE 
         WHEN (c)-[:SUBSTRATE_OF]->(r) THEN 'substrate'
         WHEN (r)-[:PRODUCES]->(c) THEN 'product'
       END AS role","cypher
MATCH p=(r1:Reaction {id: '...'})-[:SUBSTRATE_OF*1..3]-(c1:Compound)-[:PRODUCES]->(r2:Reaction)
WHERE r1.id <> r2.id AND c1.formula = r2.equation
RETURN DISTINCT r1.name, r2.name, c1.formula, p LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Get reactions that share input compounds,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
RETURN r.id AS reaction_id, r.name AS reaction_name, 
       r.equation AS equation","
MATCH p=(r1:Reaction)-[s:SUBSTRATE_OF*1..3]-(c1:Compound)<-[t:PRODUCES*1..3]-(r2:Reaction)
WHERE r1<>r2
RETURN DISTINCT r1, c1, r2
LIMIT 10;
",I don't know the answer.
Phase 2,Intersection & Union Queries,Which reactions compete for the same metabolites?,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH p=(c1:Compound {id:'C00019'})-[:SUBSTRATE_OF|PRODUCES*0..5]->(r1:Reaction)<-[:CATALYZES|HAS_ENZYME_FUNCTION]-(e1:EC {id:'2.7.7.14'}), (c2:Compound {id:'C00019'})-[:SUBSTRATE_OF|PRODUCES*0..5]->(r2:Reaction)<-[:CATALYZES|HAS_ENZYME_FUNCTION]-(e2:EC {id:'2.7.7.14'})
WHERE r1 <> r2
RETURN DISTINCT r1, r2",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Intersection & Union Queries,List reaction R03777 pairs with common substrates,,"MATCH (r1:Reaction)<-[:SUBSTRATE_OF]-(c:Compound)-[:SUBSTRATE_OF]->(r2:Reaction) WHERE r1 <> r2 RETURN r1, c, r2","MATCH p=(r1:Reaction {id: 'R03777'})-[:PRODUCES|SUBSTRATE_OF*0..5]->(c:Compound)-[:PARTICIPATES_IN*0..5]->(r2:Reaction) WHERE r2.id = 'R03777' RETURN DISTINCT r1, r2","
MATCH (r1:Reaction {id: 'R03777'})-[:PRODUCES*1..3]-(c1:Compound),
      (r2:Reaction)-[:SUBSTRATE_OF*1..3]-(c1)
WHERE r1.id = 'R03777'
RETURN c1, COLLECT(r2) AS reactions
LIMIT 10;
","To list the reaction R03777 pairs with common substrates, we need to find all reactions that have a common substrate with R03777.

After analyzing the provided data, I found that there are no reactions with the ID 'R03777'. However, if you provide more context or information about this reaction, I can try to help you further.

If you meant to ask for a different reaction, please let me know and I'll be happy to assist you."
Phase 2,Comparative & Set Operations,Which reactions are unique to pathway path:ath00280?,,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00280'1 RETURN r,"MATCH p=(path:Pathway {id: 'path:ath00280'})-[:CONTAINS*]->(r:Reaction)-[:PRODUCES]->(c:Compound)
WHERE NOT (c)<-[:SUBSTRATE_OF]-(r2:Reaction) OR r=r2
RETURN DISTINCT r.id AS reaction_id",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,Find reactions exclusive to ath00280,,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00010'1 RETURN r,"MATCH (o:Ortholog {id: 'ath00280'})-[:CATALYZES|MEMBER_OF*0..1]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN DISTINCT r.id AS reaction_id
LIMIT 10","
MATCH (p:Pathway {id: ""ath00280""})-[:CONTAINS*1..3]-(r:Reaction)-[:CATALYZES]->(ec:EC)
WHERE NOT (ec)<-[:CATALYZES]-(:Reaction) AND NOT (ec)<-[:MEMBER_OF]-(:FunctionalUnit)
RETURN r.name, r.id
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Show reactions only in pathway path:gmx00603,,MATCH (p1:Pathway {id: 'path:gmx00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:gmx00603'1 RETURN r,MATCH (r:Reaction)-[:CONTAINS]->(p:Pathway {id:'gmx00603'}) RETURN r LIMIT 10,"
MATCH (p:Pathway {id: 'gmx00603'})-[:CONTAINS*1..3]-(r:Reaction)
RETURN r
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Get reactions specific to TCA cycle,,MATCH (p1:Pathway {id: 'path:ath00280'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00020'1 RETURN r,"MATCH p=(r:Reaction)-[:CATALYZES|PARTICIPATES_IN*0..5]->(c:Compound) 
WHERE r.id IN ['2.7.7.14', '5.3.3.8'] OR c.id IN ['cpd:C00031', 'cpd:C00136']
RETURN DISTINCT r.id AS reaction_id, r.name AS reaction_name","
MATCH (p:Pathway {title: ""TCA cycle""})-[:CONTAINS*1..3]-(r:Reaction)
WHERE r.name = ""TCA cycle""
RETURN r LIMIT 10
",I don't know the answer.
Phase 2,Comparative & Set Operations,Which reactions appear only in pathway path:ath00603?,,MATCH (p1:Pathway {id: 'path:ath00603'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00603'1 RETURN r,"MATCH p=(path:Pathway {id:'path:ath00603'})-[:CONTAINS*]->(r:Reaction) 
WHERE NOT (r)-[:PRODUCES]->(:Compound) AND NOT (r)<-[:CATALYZES]-(ec:EC)
RETURN DISTINCT r.id LIMIT 10","
MATCH (p:Pathway {id: 'path:ath00603'})-[:CONTAINS*1..3]->(r:Reaction)
RETURN r.name, COUNT(*) AS count
ORDER BY count DESC
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,List reactions exclusive to fatty acid biosynthesis,,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction) WHERE NOT EXISTS((p2:Pathway)-[:CONTAINS]->(r)) WHERE p2.id <> 'path:ath00061'1 RETURN r,"MATCH p=shortestPath((e:EC {id:'path:ats00061'})-[:CATALYZES*0..5]-(:Reaction))<-[:PRODUCES]-(c:Compound) WHERE c.id IN ['C00031', 'C00151'] RETURN DISTINCT p LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,"Which compounds are only produced, never consumed?",1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (c:Compound)-[:PRODUCES]->(r:Reaction) WHERE NOT (c)-[:SUBSTRATE_OF]->(r) RETURN c.id AS compound_id LIMIT 10,"cypher
MATCH (c:Compound)-[r:PRODUCES]->(p) 
WHERE NOT ((c)-[:SUBSTRATE_OF*1..3]->())
RETURN c.id, c.name, c.formula, COUNT(r) AS produce_count
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Find terminal metabolic products,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name","
MATCH p=(r:Reaction)-[p1:SUBSTRATE_OF*0..3]->(c:Compound)<-[p2:PRODUCES*0..3]-(r2:Reaction)
WHERE r2.name = 'terminal metabolic product'
RETURN c
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Show end products in the network,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name","
MATCH p = (:Compound)<-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN c.name, r.name, p
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Get compounds that are dead-end products,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)-[:PRODUCES]->(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name","cypher
MATCH (c:Compound)-[:SUBSTRATE_OF*1..3]->(r:Reaction)
WITH c
WHERE NOT (c)-[:PRODUCES]->()
RETURN c;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Which compounds have no downstream reactions?,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,"MATCH (c:Compound)-[:PRODUCES]->(r:Reaction) 
WHERE r.id IS NULL OR NOT EXISTS ((c)-[:SUBSTRATE_OF]->(r)) 
RETURN c.id AS compound_id LIMIT 10","
MATCH (c:Compound)-[r:SUBSTRATE_OF*1..3]-(reaction:Reaction)
WHERE NOT (reaction)<-[:CATALYZES]-(:EC)
RETURN c.id, c.name
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,List final output compounds,1.0,MATCH (r:Reaction)-[:PRODUCES]->(c:Compound) WHERE NOT EXISTS((c)-[:SUBSTRATE_OF]->()) RETURN c,MATCH (c:Compound {id: 'C00075'}) RETURN c LIMIT 20,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,"Which compounds are only consumed, never produced?",1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT (r)<-[:PRODUCES]-(c) RETURN c.id AS compound_id LIMIT 10,"cypher
MATCH p=(c:Compound)-[:SUBSTRATE_OF*1..3]->(r:Reaction)<-[:PRODUCES]-(o:Compound)
WHERE c.id <> o.id
RETURN DISTINCT c.name, c.formula, c.link
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Find starting materials in metabolism,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction)<-[:CATALYZES]-(e:EC) WHERE e.id IN ['2.3.1.39', '2.8.1.8', '2.7.7.14'] RETURN c, r LIMIT 10","
MATCH (c:Compound)<-[:SUBSTRATE_OF]-(r:Reaction)<-[:PRODUCES]-(p:Pathway)
RETURN c.name AS compound_name, r.name AS reaction_name
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Show input-only compounds,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,"MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) 
OR (c:Compound)<-[:PRODUCES]-(r:Reaction)
OR (p:Pathway {id:'path:PWY-123'})-[:CONTAINS]->(c:Compound)
RETURN c.id AS compound_id","
MATCH (c:Compound {link: ""input""})-[:SUBSTRATE_OF*1..3]-(r:Reaction)-[:PRODUCES]->(p:Compound)
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Get compounds that must come from outside,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,"MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
      -[:SUBSTRATE_OF|PRODUCES]-(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,Which compounds have no production pathway?,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,"MATCH (c:Compound)-[:PRODUCES]->(r:Reaction) 
WHERE NOT EXISTS ((p:Pathway)-[:CONTAINS]->(r)) 
RETURN c.id AS compound_id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,List external input requirements,1.0,MATCH (c:Compound)-[:SUBSTRATE_OF]->(r:Reaction) WHERE NOT EXISTS(()-[:PRODUCES]->(c)) RETURN c,MATCH (e:Compound)-[:SUBSTRATE_OF]->(r:Reaction)<-[:PRODUCES]-(c:Compound) WHERE c.id = 'cpd:C00031' RETURN e LIMIT 20,"
MATCH (n:Gene {link: 'external'})-[:ENCODES*1..3]->(m:EC) 
RETURN m.name, m.id, n.position, n.symbol, n.species
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Which enzymes catalyze multiple reactions?,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC)-[:CATALYZES]->(r:Reaction) 
WITH e, COUNT(DISTINCT r) AS reaction_count 
WHERE reaction_count > 1 
RETURN DISTINCT e.id AS enzyme_id ORDER BY reaction_count DESC LIMIT 10","
MATCH (ec:EC)-[r:CATALYZES*1..3]->(reaction:Reaction)
WHERE r IS NOT NULL
WITH ec, COUNT(DISTINCT reaction) AS num_reactions
WHERE num_reactions > 1
RETURN ec.name, ec.id, num_reactions
LIMIT 10;
","phosphoethanolamine/phosphocholine phosphatase, oleoyl-[acyl-carrier-protein] hydrolase, dodecanoyl-[acyl-carrier-protein] hydrolase, enoyl-[acyl-carrier-protein] reductase (NADH), and beta-ketoacyl-[acyl-carrier-protein] synthases I and II catalyze multiple reactions."
Phase 2,Comparative & Set Operations,Find promiscuous enzymes,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC)-[:CATALYZES]->(r:Reaction) RETURN e.id AS enzyme_id, COUNT(DISTINCT r) AS reaction_count ORDER BY reaction_count DESC LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,Show enzymes with broad substrate specificity,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC {id: '5.3.3.8'})-[:CATALYZES]->(r:Reaction) RETURN e.id AS enzyme_id, COUNT(DISTINCT r) AS reaction_count ORDER BY reaction_count DESC LIMIT 10","cypher
MATCH (ec:EC)-[:CATALYZES]->(reaction:Reaction)<-[:SUBSTRATE_OF]-(compound1:Compound),
      (reaction:Reaction)<-[:SUBSTRATE_OF]-(compound2:Compound)
WHERE compound1.id <> compound2.id AND ec.sysname = 'broad specificity'
RETURN DISTINCT ec.name, COUNT(DISTINCT reaction) AS num_reactions
ORDER BY num_reactions DESC
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Get multi-functional enzymes,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC {id: '2.7.7.14'})-[:CATALYZES]->(r:Reaction) RETURN e, r LIMIT 10","
MATCH (g:Gene)-[:MEMBER_OF]->(fu:FunctionalUnit)<-[:MEMBER_OF]-(o:Ortholog)-[:CATALYZES]->(r:Reaction)-[:CATALYZES]->(ec:EC)
WHERE ec.id = o.link AND fu.type = 'multi-functional'
RETURN DISTINCT g.name, o.symbol, r.name, ec.name
LIMIT 10;
",I don't know the answer.
Phase 2,Comparative & Set Operations,Which EC numbers have multiple activities?,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (ec:EC)-[:CATALYZES]->(r:Reaction) WITH ec, COUNT(DISTINCT r) AS count GROUP BY ec HAVING count > 1 RETURN DISTINCT ec.id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Comparative & Set Operations,List enzymes with diverse catalytic roles,1.0,"MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WITH e, collect(r) as reactions WHERE size(reactions) > 1 RETURN e, reactions","MATCH (e:EC)-[:CATALYZES]->(r:Reaction) WHERE e.id IN ['ec:1.1.1.1', 'ec:2.7.1.1'] RETURN DISTINCT e LIMIT 20",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Which compounds are central metabolites?,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
      -[:SUBSTRATE_OF|PRODUCES]-(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name","cypher
MATCH (c:Compound)-[:SUBSTRATE_OF*1..3]->(r:Reaction)<-[:PRODUCES*1..3]-(c2:Compound)
WHERE c.id = c2.id AND c.name <> c2.name
RETURN DISTINCT c.name AS central_metabolite;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Find hub compounds in the network,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (ec:EC {id: $entity_id})-[:CATALYZES]->(r:Reaction)
      -[:SUBSTRATE_OF|PRODUCES]-(c:Compound)
RETURN DISTINCT c.id AS compound_id, c.name AS compound_name",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Show compounds with most connections,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)<-[:CATALYZES]-(ec:EC),
      (p:Pathway)-[:CONTAINS]->(ec)
WHERE c.id = 'cpd:C00031'
RETURN c.id, COUNT(*) AS connection_count
ORDER BY connection_count DESC
LIMIT 10","
MATCH (c:Compound)-[r*1..3]-(n) 
RETURN c.id, COUNT(DISTINCT r) AS connection_count 
ORDER BY connection_count DESC 
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Get key metabolic intermediates,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (c:Compound)-[:PRODUCES]->(r:Reaction)<-[:CATALYZES]-(e:EC) 
WHERE e.id = '2.7.7.14' OR e.id = '3.1.1.5'
RETURN c.id AS compound_id, r.id AS reaction_id, e.id AS ec_id LIMIT 10","
MATCH p=(r:Reaction)<-[:PRODUCES]-(c:Compound)<-[:SUBSTRATE_OF]-(s:Reaction)
WHERE r.name =~ 'metabolic' AND c.formula =~ '[CHONPS]'
RETURN DISTINCT c.id, c.name, c.formula
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Which compounds have highest degree?,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC","MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)<-[:CATALYZES]-(ec:EC) 
WHERE c.id IN ['cpd:C00031', 'cpd:C00132'] 
WITH c, COUNT(DISTINCT r) AS degree 
ORDER BY degree DESC 
LIMIT 10","
MATCH (c:Compound)-[]->()
RETURN c.name, COUNT(*) AS degree
ORDER BY degree DESC
LIMIT 10;
",H2O has the highest degree.
Phase 2,Connectivity & Network Analysis,List most connected metabolites,1.0,"MATCH (c:Compound)-[r]-() WITH c, count(r) as degree WHERE degree > $threshold RETURN c, degree ORDER BY degree DESC",MATCH (c:Compound)-[:SUBSTRATE_OF|PRODUCES]->(r:Reaction)<-[:CATALYZES]-(ec:EC) WHERE ec.id = '2.7.7.14' RETURN c LIMIT 20,"
MATCH (c:Compound)-[]->()
WITH c, count(*) as degree
ORDER BY degree DESC
LIMIT 10
RETURN c.name AS name, COUNT(c) AS degree
","H2O, Oxygen, NADP+, NAD+, H+, ATP, Acyl-CoA, Acetyl-CoA, [Reduced NADPH---hemoprotein reductase], NADPH are the most connected metabolites."
Phase 2,Connectivity & Network Analysis,Which pathways are isolated?,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH (g:Gene)-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES|MEMBER_OF*0..1]->(r:Reaction)-[:PRODUCES]->(c:Compound),
      (p:Pathway)-[:CONTAINS*0..2]->(e:EC|FunctionalUnit|r)
WHERE NOT ((g)-[:BELONGS_TO]->(:Ortholog)-[:CATALYZES|MEMBER_OF*0..1]->()<-[:CATALYZES|MEMBER_OF*0..1]-(r))
RETURN DISTINCT p.id AS pathway_id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Find pathways with no connections to others,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH (p:Pathway)-[:CONTAINS]->(ec:EC) 
WHERE NOT ((p)-[:CONTAINS]->(:FunctionalUnit)) AND NOT ((p)-[:CONTAINS]->(:Reaction)) 
RETURN p.id AS id LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Show standalone metabolic pathways,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH (p:Pathway)-[:CONTAINS*0..]->(e)<-[:MEMBER_OF|BELONGS_TO]-(g:Gene) 
RETURN DISTINCT p.id AS pathway_id, COUNT(DISTINCT g.id) AS num_genes, COUNT(DISTINCT e.id) AS num_enzymes, COUNT(DISTINCT (p)-[:CONTAINS*0..]->(r:Reaction)) AS num_reactions","
MATCH (p:Pathway)-[:CONTAINS*1..3]-(r:Reaction)<-[:PRODUCES]-(:Compound)
RETURN p.id, p.title, r.name, r.equation
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Get pathways without metabolic crosstalk,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH p=(:Pathway)-[:CONTAINS*0..]->(e) WHERE NOT (e)<-[:CATALYZES]-(o:Ortholog) AND NOT (e)<-[:MEMBER_OF]-(f:FunctionalUnit) RETURN DISTINCT p LIMIT 10,ERROR - Invalid query generated,Error: list index out of range
Phase 2,Connectivity & Network Analysis,Which pathways don't share metabolites with others?,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,"MATCH p = (pathway:Pathway)-[:CONTAINS*0..5]-(compound:Compound) 
WHERE NOT (pathway)<-[:PRODUCES]-(:Compound) 
RETURN DISTINCT pathway.id AS id LIMIT 10","
MATCH (p1:Pathway)-[:CONTAINS*1..3]-(r:Reaction)<-[:PRODUCES|SUBSTRATE_OF]-(c:Compound)
WHERE NOT (p1)-[:CONTAINS]->(:Reaction)<-[:PRODUCES|SUBSTRATE_OF]-(:Compound)
RETURN p1.title AS title, COUNT(DISTINCT c) AS num_metabolites
ORDER BY num_metabolites DESC
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,List disconnected pathways,,MATCH (p:Pathway) WHERE NOT EXISTS((p)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(:Pathway)) RETURN p,MATCH (p:Pathway) WHERE NOT (p)-[:CONTAINS]->() AND NOT ()-[:CONTAINS]->(p) RETURN p LIMIT 10,"
MATCH (p:Pathway)-[]->()
WHERE NOT (p)<-[:CONTAINS]-()
RETURN p LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,How are pathways connected through compounds?,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2",MATCH p=(pathway1)-[r*1..3]-(compound)-[:SUBSTRATE_OF]->(reaction)-[:PRODUCES]->(compound2)-[rr*1..3]-(pathway2) WHERE pathway1.id = 'pw:PW00001' AND pathway2.id = 'pw:PW00002 RETURN p LIMIT 10,"
MATCH p=(path:Pathway)-[:CONTAINS*1..3]-(reaction:Reaction)-[:PRODUCES]->(compound:Compound)<-[:SUBSTRATE_OF]-(reaction2:Reaction)
WHERE id(path) = '...' AND id(reaction) = '...' AND id(compound) = '...'
RETURN p
LIMIT 10;
",I don't know the answer.
Phase 2,Connectivity & Network Analysis,Find compounds linking different pathways,,"MATCH (p1:Pathway)-[:CONTAINS]->(:Reaction)-[:PRODUCES]->(c:Compound)-[:SUBSTRATE_OF]->(:Reaction)<-[:CONTAINS]-(p2:Pathway) WHERE p1 <> p2 RETURN p1, c, p2","MATCH p=(pathway1)-[r*1..3]-(pathway2) 
WHERE pathway1.id = 'pw:PW00001' AND pathway2.id = 'pw:PW00002'
RETURN DISTINCT pathway1, pathway2, r, COUNT(DISTINCT compound) AS num_compounds
ORDER BY num_compounds DESC
LIMIT 10",ERROR - Invalid query generated,Error: list index out of range
