Result,Reason (Match Type),Counts (Bot / GT),Missing IDs (Example),Extra IDs (Example),Question,Bot Query,Truth Query
✅ Correct,Empty Match,0 / 0,-,-,List pathways for gene ats:109733199 via ortholog,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'ats:109733199'}) RETURN p,MATCH (g:Gene {id: 'ats:109733199'})-[:BELONGS_TO]->(o:Ortholog)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,Which pathways does gene ats:109761713 affect through enzymes?,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'ats:109761713'}) RETURN p,MATCH (g:Gene {id: 'ats:109761713'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Subset Match,1 / 0,-,"['aralip_2', 'Fatty Acid Synthesis']",Show pathways for gene ath:AT1G54220 via encoded EC,"MATCH (g:Gene {id: ""ath:AT1G54220""})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:CONTAINS]-(p:Pathway)
RETURN p",MATCH (g:Gene {id: 'AT1G54220'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,Find pathways influenced by gene ath:AT2G06990,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'ath:AT2G06990'}) RETURN p,MATCH (g:Gene {id: 'AT2G06990'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,Get pathways connected to gene ath:AT5G61540 through enzymes,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'ath:AT5G61540'}) RETURN p,MATCH (g:Gene {id: 'AT5G61540'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Subset Match,0 / 11,"['aralip_2', 'Fatty Acid Elongation, Desaturation & Export From Plastid', 'path:ath00061']",-,Which pathways involve gene gmx:100217331 via EC numbers?,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'gmx:100217331'}) RETURN p,MATCH (g:Gene {id: 'gmx:100217331'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
✅ Correct,Empty Match,0 / 0,-,-,List pathways for gene ats:109745953 through enzymes,MATCH (p:Pathway)-[:CONTAINS]-(r:Reaction {id: 'ats:109745953'}) RETURN p,MATCH (g:Gene {id: 'ats:109745953'})-[:ENCODES]->(e:EC)-[:CATALYZES]->(r:Reaction)<-[:CONTAINS]-(p:Pathway) RETURN p
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 45 (offset: 44))
""MATCH path = (c1:Compound {id: 'EC:1.3.1.21'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'EC:1.3.1.21'2}) RETURN path""
                                             ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,How is compound EC:1.3.1.21 connected to EC:1.3.1.21?,MATCH (e:EC {id: 'EC:1.3.1.21'})-[:CATALYZES]-(r:Reaction) RETURN r,MATCH path = (c1:Compound {id: 'EC:1.3.1.21'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'EC:1.3.1.21'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 47 (offset: 46))
""MATCH path = (c1:Compound {id: 'path:ath00603'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'path:ath00603'2}) RETURN path""
                                               ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Show pathways between path:ath00603 and path:ath00603,MATCH (n:Pathway {id: 'ath00603'}) RETURN n,MATCH path = (c1:Compound {id: 'path:ath00603'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'path:ath00603'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 40 (offset: 39))
""MATCH path = (c1:Compound {id: 'C00035'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00035'2}) RETURN path""
                                        ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Find conversion routes from C00035 to C00037,MATCH (c1:Compound {id: 'C00035'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c1:Compound {id: 'C00035'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00035'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 40 (offset: 39))
""MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path""
                                        ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Get paths connecting C00041 to C00043,MATCH (c1:Compound {id: 'C00041'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 40 (offset: 39))
""MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path""
                                        ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Which reactions link C00041 to C00043?,MATCH (p1:Pathway {id: 'C00041'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'C00043'}) RETURN r,MATCH path = (c1:Compound {id: 'C00041'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00041'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 40 (offset: 39))
""MATCH path = (c1:Compound {id: 'C00058'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00058'2}) RETURN path""
                                        ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Show metabolic route from C00058 to C00062,MATCH (c1:Compound {id: 'C00058'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c1:Compound {id: 'C00058'1})-[:SUBSTRATE_OF|PRODUCES*1..5]-(c2:Compound {id: 'C00058'2}) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.DatabaseError.Statement.ExecutionFailed} {message: The shortest path algorithm does not work when the start and end nodes are the same. This can happen if you
perform a shortestPath search after a cartesian product that might have the same start and end nodes for some
of the rows passed to shortestPath. If you would rather not experience this exception, and can accept the
possibility of missing results for those rows, disable this in the Neo4j configuration by setting
`dbms.cypher.forbid_shortestpath_common_nodes` to false. If you cannot accept missing results, and really want the
shortestPath between two common nodes, then re-write the query using a standard Cypher variable length pattern
expression followed by ordering by path length and limiting to one result.} {gql_status: 51N23} {gql_status_description: error: system configuration or operation exception - cyclic shortest path search disabled. Cannot find the shortest path when the start and end nodes are the same. To enable this behavior, set 'dbms.cypher.forbid_shortestpath_common_nodes' to false.}",0 / 0,,,What's the shortest connection between gene path:ats01040 and pathway path:ats01040?,MATCH (g:Gene {id: 'path:ats01040'})-[:MEMBER_OF]-(f:FunctionalUnit) RETURN f,MATCH path = shortestPath((n1 {id: 'path:ats01040'})-[*..5]-(n2 {id: 'path:ats01040'})) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Find shortest path from compound EC:1.13.11.33 to enzyme EC:1.13.11.33,MATCH (n:EC {id: 'EC:1.13.11.33'}) RETURN n,MATCH path = shortestPath((n1 {id: 'EC:1.13.11.33'})-[*..5]-(n2 {id: 'EC:1.13.11.33'})) RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.DatabaseError.Statement.ExecutionFailed} {message: The shortest path algorithm does not work when the start and end nodes are the same. This can happen if you
perform a shortestPath search after a cartesian product that might have the same start and end nodes for some
of the rows passed to shortestPath. If you would rather not experience this exception, and can accept the
possibility of missing results for those rows, disable this in the Neo4j configuration by setting
`dbms.cypher.forbid_shortestpath_common_nodes` to false. If you cannot accept missing results, and really want the
shortestPath between two common nodes, then re-write the query using a standard Cypher variable length pattern
expression followed by ordering by path length and limiting to one result.} {gql_status: 51N23} {gql_status_description: error: system configuration or operation exception - cyclic shortest path search disabled. Cannot find the shortest path when the start and end nodes are the same. To enable this behavior, set 'dbms.cypher.forbid_shortestpath_common_nodes' to false.}",0 / 0,,,Get shortest connection between ortholog path:gmx00280 and pathway path:gmx00280,MATCH (p1:Pathway {id: 'path:gmx00280'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:gmx00280'}) RETURN r,MATCH path = shortestPath((n1 {id: 'path:gmx00280'})-[*..5]-(n2 {id: 'path:gmx00280'})) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,What's the closest path from enzyme EC:6.4.1.2 to compound EC:6.4.1.2?,MATCH (g:Gene {id: 'EC:6.4.1.2'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN c,MATCH path = shortestPath((n1 {id: 'EC:6.4.1.2'})-[*..5]-(n2 {id: 'EC:6.4.1.1'})) RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Find minimum hops from gene ath:AT1G01040 to reaction ath:AT1G01040,MATCH (g:Gene {id: 'ath:AT1G01040'})-[:ENCODES]-(e:EC) RETURN e,MATCH path = shortestPath((n1 {id: 'C00058'})-[*..5]-(n2 {id: 'C00062'})) RETURN path
✅ Correct,Subset Match,1 / 12,"['ath:AT2G46860', '3.6.1.1', 'LHPP']",-,What is within 2 steps of gene ath:AT1G01050?,MATCH (g:Gene {id: 'ath:AT1G01050'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction) RETURN r,MATCH (n {id: 'ath:AT1G01050'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Subset Match,8 / 18,"['monogalactosyldiacylglycerol synthase', 'C00641', '1,2-Diacyl-sn-glycerol']",-,Show all entities within 2 hops of compound C00052,MATCH (c1:Compound {id: 'C00052'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH (n {id: 'C00052'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Subset Match,61 / 221,"['pccB', 'C00001', 'enoyl-[acyl-carrier-protein] reductase (NADPH, Re-specific)']",-,Find everything connected within 2 steps of pathway path:gmx00061,MATCH (p:Pathway {id: 'path:gmx00061'})-[:CONTAINS]-(r:Reaction) RETURN r,MATCH (n {id: 'path:gmx00061'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Empty Match,0 / 0,-,-,Get neighbors within 2 hops of enzyme EC:2.3.1.199,MATCH (g:Gene {id: 'EC:2.3.1.199'})-[:ENCODES]-(e:EC)-[:CATALYZES]-(r:Reaction)-[:PRODUCES]-(c:Compound) RETURN c,MATCH (n {id: 'EC:2.3.1.199'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Subset Match,3 / 236,"['tetradecanoyl-CoA:electron-transfer flavoprotein 2,3-oxidoreductase', 'phsophatidyl-L-serine carboxy-lyase', 'R04970']",-,Which entities are 2 steps from reaction R04957?,MATCH (r1:Reaction {id: 'R04957'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,MATCH (n {id: 'R04957'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Subset Match,0 / 130,"['C00229', 'path:ats01040_263', 'gmx:100809149']",-,List all nodes within 2 hops of ortholog K10246,MATCH (g:Gene)-[:BELONGS_TO]-(o:Ortholog {id: 'K10246'}) RETURN g,MATCH (n {id: 'K10246'})-[*1..2]-(m) RETURN DISTINCT m
✅ Correct,Empty Match,0 / 0,-,-,Show the metabolic cascade starting from compound C06157,MATCH (r1:Reaction {id: '2.7.7.14'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,MATCH path = (c:Compound {id: 'C06157'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
✅ Correct,Subset Match,0 / 376,"[""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:45820' labels=frozenset({'Compound'}) properties={'names': ['Acetyl-CoA', 'Acetyl coenzyme A'], 'name': 'Acetyl-CoA', 'link': 'https://rest.kegg.jp/get/C00024', 'formula': 'C23H38N7O17P3S', 'id': 'C00024', 'exact_mass': '809.1258'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48818' labels=frozenset({'Compound'}) properties={'names': ['Acetate', 'Acetic acid', 'Ethanoic acid'], 'name': 'Acetate', 'link': 'https://rest.kegg.jp/get/C00033', 'formula': 'C2H4O2', 'id': 'C00033', 'exact_mass': '60.0211'}> size=2>"", ""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:45820' labels=frozenset({'Compound'}) properties={'names': ['Acetyl-CoA', 'Acetyl coenzyme A'], 'name': 'Acetyl-CoA', 'link': 'https://rest.kegg.jp/get/C00024', 'formula': 'C23H38N7O17P3S', 'id': 'C00024', 'exact_mass': '809.1258'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46013' labels=frozenset({'Reaction'}) properties={'equation': 'C20876 + C00083 <=> C20877 + C00011 + C00010', 'link': 'https://rest.kegg.jp/get/R10825', 'name': 'very-long-chain acyl-CoA:malonyl-CoA C-acyltransferase (decarboxylating)', 'definition': 'Very-long-chain acyl-CoA + Malonyl-CoA <=> Very-long-chain 3-oxoacyl-CoA + CO2 + CoA', 'id': 'R10825'}> size=3>"", ""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:45820' labels=frozenset({'Compound'}) properties={'names': ['Acetyl-CoA', 'Acetyl coenzyme A'], 'name': 'Acetyl-CoA', 'link': 'https://rest.kegg.jp/get/C00024', 'formula': 'C23H38N7O17P3S', 'id': 'C00024', 'exact_mass': '809.1258'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:45808' labels=frozenset({'Compound'}) properties={'names': ['Acetoacetyl-[acp]', 'Acetoacetyl-[acyl-carrier protein]'], 'name': 'Acetoacetyl-[acp]', 'link': 'https://rest.kegg.jp/get/C05744', 'formula': 'C4H5O2SR', 'id': 'C05744'}> size=2>""]",-,What happens downstream from C00024?,MATCH (r1:Reaction {id: 'C00024'})-[:PRODUCES]-(c:Compound)-[:SUBSTRATE_OF]-(r2:Reaction) RETURN r2,MATCH path = (c:Compound {id: 'C00024'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
❌ Incorrect,Mismatch,2 / 19,"[""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46542' labels=frozenset({'Compound'}) properties={'names': ['(S)-3-Hydroxyisobutyryl-CoA', '(S)-3-Hydroxyisobutanoyl-CoA', '(S)-3-Hydroxy-2-methylpropanoyl-CoA'], 'name': '(S)-3-Hydroxyisobutyryl-CoA', 'link': 'https://rest.kegg.jp/get/C06000', 'formula': 'C25H42N7O18P3S', 'id': 'C06000', 'exact_mass': '853.1520'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48657' labels=frozenset({'Reaction'}) properties={'equation': 'C00002 + C00638 + C00010 <=> C00020 + C00013 + C02843', 'link': 'https://rest.kegg.jp/get/rn:R00390', 'name': 'long-chain-fatty-acid:CoA ligase (AMP-forming)', 'definition': 'ATP + Long-chain fatty acid + CoA <=> AMP + Diphosphate + Long-chain acyl-CoA', 'id': 'rn:R00390'}> size=3>"", ""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46542' labels=frozenset({'Compound'}) properties={'names': ['(S)-3-Hydroxyisobutyryl-CoA', '(S)-3-Hydroxyisobutanoyl-CoA', '(S)-3-Hydroxy-2-methylpropanoyl-CoA'], 'name': '(S)-3-Hydroxyisobutyryl-CoA', 'link': 'https://rest.kegg.jp/get/C06000', 'formula': 'C25H42N7O18P3S', 'id': 'C06000', 'exact_mass': '853.1520'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:45903' labels=frozenset({'Reaction'}) properties={'equation': 'C00002 + C00383 + C00010 <=> C00020 + C00013 + C00083', 'link': 'https://rest.kegg.jp/get/R12300', 'name': 'malonate:CoA ligase (AMP-forming)', 'definition': 'ATP + Malonate + CoA <=> AMP + Diphosphate + Malonyl-CoA', 'id': 'R12300'}> size=3>"", ""<Path start=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:46542' labels=frozenset({'Compound'}) properties={'names': ['(S)-3-Hydroxyisobutyryl-CoA', '(S)-3-Hydroxyisobutanoyl-CoA', '(S)-3-Hydroxy-2-methylpropanoyl-CoA'], 'name': '(S)-3-Hydroxyisobutyryl-CoA', 'link': 'https://rest.kegg.jp/get/C06000', 'formula': 'C25H42N7O18P3S', 'id': 'C06000', 'exact_mass': '853.1520'}> end=<Node element_id='4:7d08e434-d6b0-4441-97a9-0770704ea3e1:48869' labels=frozenset({'Reaction'}) properties={'equation': 'C00002 + C00811 + C00010 <=> C00020 + C00013 + C00223', 'link': 'https://rest.kegg.jp/get/rn:R01616', 'name': '4-coumarate:CoA ligase (AMP-forming)', 'definition': 'ATP + 4-Coumarate + CoA <=> AMP + Diphosphate + p-Coumaroyl-CoA', 'id': 'rn:R01616'}> size=3>""]","['CoA', 'C00010', 'C06001']",Trace the pathway forward from compound C06000,MATCH (c1:Compound {id: 'C06000'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c:Compound {id: 'C06000'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Show metabolic flow from C00033,MATCH (c1:Compound {id: 'C00033'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c:Compound {id: 'C00033'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
✅ Correct,Empty Match,0 / 0,-,-,What are the downstream products of C00035?,MATCH (c1:Compound {id: 'C00035'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c:Compound {id: 'C00035'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
✅ Correct,Empty Match,0 / 0,-,-,Trace metabolic progression from C00037,MATCH (c1:Compound {id: 'C00037'})-[:SUBSTRATE_OF]-(r:Reaction)-[:PRODUCES]-(c2:Compound) RETURN c2,MATCH path = (c:Compound {id: 'C00037'})-[:SUBSTRATE_OF]->(r:Reaction)-[:PRODUCES]->()-[:SUBSTRATE_OF*0..3]->() RETURN path
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Which reactions are shared between pathways path:ath00061 and path:ath00061?,MATCH (p1:Pathway {id: 'path:ath00061'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'}) RETURN r,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Find common reactions in glycolysis and TCA cycle,MATCH (p1:Pathway {id: 'glycolysis'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'TCA cycle'}) RETURN r,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ats00603'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Show overlapping reactions between pathways path:ats00603 and path:ats00603,MATCH (p1:Pathway {id: 'path:ats00603'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'}) RETURN r,MATCH (p1:Pathway {id: 'path:ats00603'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00603'2}) RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Get shared reactions between fatty acid biosynthesis and degradation,MATCH (p1:Pathway {id: 'path:ats00061'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'path:ats00071'}) RETURN r,MATCH (p1:Pathway {id: 'path:ath00061'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00061'2}) RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ats00280'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,Which reactions appear in both pathway path:ats00280 and path:ats00280?,MATCH (p1:Pathway {id: 'ats00280'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'ats00280'}) RETURN r,MATCH (p1:Pathway {id: 'path:ats00280'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ats00280'2}) RETURN r
Invalid (GT Error),"GT Error: Error: {neo4j_code: Neo.ClientError.Statement.SyntaxError} {message: Invalid input '1': expected an expression, ',' or '}' (line 1, column 39 (offset: 38))
""MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r""
                                       ^} {gql_status: 42001} {gql_status_description: error: syntax error or access rule violation - invalid syntax}",0 / 0,,,List common reactions between pentose phosphate and glycolysis,MATCH (p1:Pathway {id: 'map00030'})-[:CONTAINS]-(r:Reaction)-[:CONTAINS]-(p2:Pathway {id: 'map00010'}) RETURN r,MATCH (p1:Pathway {id: 'path:ath00010'1})-[:CONTAINS]->(r:Reaction)<-[:CONTAINS]-(p2:Pathway {id: 'path:ath00010'2}) RETURN r
✅ Correct,Empty Match,0 / 0,-,-,Which genes encode the same enzyme EC:1.3.1.10?,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:1.3.1.10'}) RETURN g,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:1.3.1.10'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
✅ Correct,Subset Match,1 / 0,-,"['ats:109733199', '(RefSeq) ruBisCO large subunit-binding protein subunit alpha, chloroplastic']",Find genes with redundant encoding for ats:109733199,MATCH (n:Gene {id: 'ats:109733199'}) RETURN n,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109733199'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
✅ Correct,Empty Match,0 / 0,-,-,Show genes that both produce enzyme ats:109761713,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'ats:109761713'}) RETURN g,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'ats:109761713'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
✅ Correct,Subset Match,1 / 0,-,"['DLAT, aceF, pdhC', 'pyruvate dehydrogenase E2 component (dihydrolipoyllysine-residue acetyltransferase) [EC:2.3.1.12]', 'K00627']",Get genes with overlapping function for ath:AT1G54220,MATCH (g:Gene {id: 'ath:AT1G54220'})-[:BELONGS_TO]-(o:Ortholog) RETURN o,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT1G54220'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
✅ Correct,Empty Match,0 / 0,-,-,Which genes share enzyme EC:4.2.1.59?,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'EC:4.2.1.59'}) RETURN g,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'EC:4.2.1.59'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
✅ Correct,Empty Match,0 / 0,-,-,List genes encoding the same ath:AT2G06990,MATCH (g:Gene)-[:ENCODES]-(e:EC {id: 'ath:AT2G06990'}) RETURN g,"MATCH (g1:Gene)-[:ENCODES]->(e:EC {id: 'AT2G06990'})<-[:ENCODES]-(g2:Gene) WHERE g1 <> g2 RETURN g1, g2"
